company,cc,market_cap_usd,revenue_usd,employees,ticker
HL Mando,KR,1644444444,7037037037,3585,204320.KS
HMM,KR,14674074074,8066666667,1818,011200.KS
HP Inc.,US,22680000000,57420000000,55000,HPQ
HSBC,UK,335597500000,61341000000,208844,HSBA.L
HSBC Holdings,HK,355128205128,64101282051,208844,0005
HSBC Holdings plc,CN,355128205128,64101282051,208844,0005
Hafnia,NO,3379439252,2189719626,4000,HAFNI.OL
Haidilao,CN,8146153846,6166666667,125620,6862
Haidilao,HK,8146153846,6166666667,125620,6862
Haier (Haier Smart Home),CN,28383333333,43267948718,134995,6690
Haier Smart Home,HK,28383333333,43267948718,134995,6690
Haleon,UK,40932100000,14008100000,24535,HLN.L
Halliburton,US,27550000000,22370000000,46000,HAL
Halma,UK,17564100000,3276600000,9000,HLMA.L
Hammerson,IE,2489200000,335661000,124,HMSO.L
Hana Financial,KR,26281481481,9177777778,103,086790.KS
Handelsbanken,SE,27209523810,5363809524,11670,SHB-A.ST
Hang Lung Properties,CN,5029487179,1275641026,4526,0101
Hang Lung Properties,HK,5029487179,1275641026,4526,0101
Hangzhou Hikvision Digital Technology,CN,45531944444,13151388889,57202,002415
Hankook & Company,KR,1785185185,1081481481,1153,000240.KS
Hanmi Pharm,KR,3466666667,1148148148,2400,128940.KS
Hanmi Semiconductor,KR,15177777778,427170370,698,042700.KS
Hannover Re,DE,32324400000,27993600000,4245,HNR1.DE
Hanon Systems,KR,2881481481,8155555556,1979,018880.KS
Hansoh Pharmaceutical Group,CN,25324358974,2143589744,9347,3692
Hansoh Pharmaceutical Group,HK,25324358974,2143589744,9347,3692
Hanwha Aerospace,KR,36511111111,19777777778,7092,012450.KS
Hanwha Ocean,KR,20400000000,9466666667,9460,042660.KS
Hanwha Solutions,KR,3800000000,9874074074,5656,009830.KS
Hanwha Systems,KR,8570370370,2800000000,4620,272210.KS
Hapvida,BR,1001851852,5898148148,68000,HAPV3
Harel Insurance,IL,9989189189,5654054054,5000,HARL
Hartford (The),US,38860000000,28790000000,19200,HIG
Hasbro,US,12330000000,4970000000,4520,HAS
Haseko Corp.,JP,4881800000,8466666667,8875,1808.T
Healthpeak Properties,US,15470000000,2870000000,411,DOC
Heidelberg Materials,DE,32421600000,23274000000,48973,HEI.DE
Heineken,NL,43988400000,31050000000,81028,HEIA.AS
Henderson Land Development,CN,17205128205,3300000000,10078,0012
Henderson Land Development,HK,17205128205,3300000000,10078,0012
Hengan International,HK,3498717949,3291025641,23000,1044
Hengan International Group,CN,3498717949,3291025641,23000,1044
Henkel,DE,31762800000,22140000000,42200,HEN3.DE
Hennes & Mauritz,SE,24873333333,21016190476,132403,HM-B.ST
Henry Schein,US,9520000000,13380000000,25000,HSIC
Hera,IT,6264000000,13100400000,10456,HER.MI
Hermès,FR,190155600000,17280000000,26494,RMS.PA
Hershey Company (The),US,34850000000,11990000000,19595,HSY
Hewlett Packard Enterprise,US,64000000000,38790000000,67000,HPE
Hexagon,SE,20432380952,5671428571,16118,HEXA-B.ST
Hiab,FI,4125600000,1652400000,3906,HIAB.HE
Hightech Payment Systems (HPS),MA,442000000,,,HPS
Hilton Worldwide,US,72530000000,5070000000,182000,HLT
Hindalco Industries,IN,25421686747,33132530120,85107,HINDALCO.NS
Hindustan Aeronautics,IN,36987951807,3986626506,22033,HAL.NS
Hindustan Unilever,IN,60963855422,7767228916,17477,HINDUNILVR.NS
Hindustan Zinc,IN,26987951807,4745903614,3303,HINDZINC.NS
Hiscox,UK,7404100000,3797300000,3000,HSX.L
"Hitachi Construction Machinery Co., Ltd.",JP,7666666667,9400000000,25304,6305.T
"Hitachi, Ltd.",JP,145133333333,70600000000,287901,6501.T
HiteJinro,KR,770370370,1851851852,2871,000080.KS
Hoa Phat Group,VN,7024400000,6244800000,31574,HPG.VN
Holcim (Maroc),MA,4355000000,,,LHM
Holcim Limited,CH,46510800000,17763600000,46055,HOLN.SW
Home Depot (The),US,324410000000,166590000000,472400,HD
Hon Hai Precision,TW,112812500000,268125000000,826608,2317
Hon Precision,TW,2519687500,4729375000,,2354
"Honda Motor Co., Ltd.",JP,40466666667,145333333333,195109,7267.T
Honeywell Aerospace,US,62760000000,17680000000,30000,HONA
Honeywell Technologies,US,62760000000,17680000000,30000,HONA
Hong Kong Exchanges and Clearing,CN,64920512821,3871794872,2497,0388
Hong Kong Exchanges and Clearing,HK,64920512821,3871794872,2497,0388
Hong Kong and China Gas,HK,16578205128,6965384615,54968,0003
Hong Kong and China Gas Company,CN,16578205128,6965384615,54968,0003
Hongkong Land Holdings,SG,21380000000,1860000000,2552,H78.SI
Hormel Foods,US,13630000000,12220000000,20000,HRL
Host Hotels & Resorts,US,16740000000,6180000000,162,HST
Hotel Shilla,KR,1318518519,3014814815,1590,008770.KS
Howdens Joinery,UK,5397500000,3111500000,12000,HWDN.L
Howmet Aerospace,US,114810000000,8620000000,25430,HWM
Hoya Corporation,JP,55866666667,6318333333,37752,7741.T
Hua Nan Financial Holdings,TW,17939687500,2255625000,11317,2880
Huatai Securities,CN,24469444444,5486111111,15511,601688
Hubbell Incorporated,US,25620000000,6000000000,18000,HUBB
Huhtamäki,FI,3099600000,4222800000,17343,HUH1V.HE
Humana,US,47020000000,137200000000,67060,HUM
Huntington Bancshares,US,35260000000,9170000000,20424,HBAN
Huntington Ingalls Industries,US,11290000000,12850000000,44000,HII
Hybe,KR,6718518519,2111111111,765,352820.KS
Hydro One,CA,26286764706,6823529412,7151,H
Hygon Information Technology,CN,106830555556,2223611111,3333,688041
Hypera Pharma,BR,2644444444,1600000000,10564,HYPE3
Hyundai AutoEver,KR,8733333333,3148148148,5706,307950.KS
Hyundai E&C,KR,8170370370,22140740741,4684,000720.KS
Hyundai Glovis,KR,11362962963,21903703704,2395,086280.KS
Hyundai Marine & Fire,KR,2125925926,11918518519,3839,001450.KS
Hyundai Mobis,KR,34614814815,45274074074,,012330.KS
Hyundai Motor,KR,73903703704,137962962963,126069,005380.KS
Hyundai Motor India,IN,19036144578,8525662651,6081,HYUNDAI.NS
Hyundai Steel,KR,2740740741,16970370370,11167,004020.KS
Höegh Autoliners,NO,2906542056,1325233645,1660,HAUTO.OL
IB Maroc.Com,MA,2000000,,,
IBM,US,193110000000,69100000000,264300,IBM
ICG,UK,6464300000,1241425000,676,ICG.L
ICICI Bank,IN,123975903614,23855421687,182665,ICICIBANK.NS
ICL Group,IL,6850000000,7410000000,13007,ICL
ID Logistics Group,FR,2484000000,4039200000,34760,IDL.PA
IDEX Corporation,US,16480000000,3530000000,8700,IEX
IG Group,UK,7239000000,1371600000,2354,IGG.L
IHG Hotels & Resorts,UK,17180000000,3860000000,13049,IHG.L
IHI Corp.,JP,20400000000,10933333333,26224,7013.T
IMCD,NL,5691600000,5194800000,5246,IMCD.AS
IMI,UK,9093200000,2921000000,10358,IMI.L
ING Group,NL,90212400000,26578800000,60000,INGA.AS
INWIT,IT,6134400000,1166400000,345,INW.MI
IQVIA,US,34090000000,16630000000,93000,IQV
IRB(Re),BR,853703704,959259259,328,IRBR3
IRFC,IN,13734939759,868554217,45,IRFC.NS
ISA Energia,BR,3646296296,1761111111,1626,ISAE4
ISS,DK,6550724638,12272463768,326528,ISS.CO
ITC,IN,42409638554,9502168675,22493,ITC.NS
Iberdrola,ES,149104800000,47606400000,45339,IBE.MC
Ibersol,PT,398855168,577826979,7584,IBS
Icade,FR,1555200000,1414800000,1007,ICAD.PA
"Idemitsu Kosan Co., Ltd",JP,10600000000,54066666667,14392,5019.T
Idexx Laboratories,US,42390000000,4450000000,11000,IDXX
Iflytek,CN,13508333333,3850000000,16818,002230
Iguatemi,BR,1381481481,283333333,636,IGTI11
Illinois Tool Works,US,79110000000,16220000000,43000,ITW
Imerys,FR,2030400000,3618000000,12300,NK.PA
Immofinanz,AT,2311200000,822895200,534,IIA.VI
Immorente Invest,MA,81000000,,,
Impala Platinum,ZA,9010270270,5618918919,63787,IMP.JO
Imperial Brands,UK,27190700000,24650700000,25100,IMB.L
Imperial Oil,CA,62955882353,34463235294,5000,IMO
Inbursa,MX,,1300000000,,GFINBURO
Incyte,US,23210000000,5360000000,2844,INCY
Indah Kiat Pulp & Paper,ID,2726582278,3438607595,12500,INKP.JK
IndiGo,IN,23855421687,10236385542,41049,INDIGO.NS
Indian Hotels Company,IN,12409638554,1238915663,27757,INDHOTEL.NS
Indian Oil Corporation,IN,23253012048,94457831325,29941,IOC.NS
Inditex,ES,183675600000,43048800000,163047,ITX.MC
Indo Tambangraya Megah,ID,1721518987,1880000000,1631,ITMG.JK
Indofood CBP Sukses Makmur,ID,5222151899,4834177215,37111,ICBP.JK
Indofood Sukses Makmur,ID,3848101266,7963924051,98075,INDF.JK
Indosat,ID,3929113924,3577215190,4182,ISAT.JK
Indra,ES,9698400000,6015600000,62689,IDR.MC
Industrial Bank,CN,53670833333,21390277778,68963,601166
Industrial Bank of Korea,KR,12437037037,6703703704,13333,024110.KS
Industrial and Commercial Bank of China,CN,356944444444,93526388889,409758,601398
Industrial and Commercial Bank of China,HK,387179487179,98130769231,409758,1398
Industrivärden,SE,21776190476,6028571429,15,INDU-C.ST
Infineon Technologies,DE,97966800000,16329600000,56500,IFX.DE
Informa,UK,13792200000,5130800000,14052,INF.L
Infosys,IN,51325301205,20160000000,328594,INFY.NS
Ingersoll Rand,US,33070000000,7780000000,21000,IR
Inmobiliaria Colonial,ES,3618000000,459032400,226,COL.MC
Inner Mongolia Yili Industrial Group,CN,23922222222,16352777778,62666,600887
Inpex Corp.,JP,28666666667,13200000000,3720,1605.T
Insulet Corporation,US,10940000000,2900000000,5400,PODD
Insurance Australia Group,AU,13113333333,11573333333,15000,IAG.AX
Intact Financial,CA,37529411765,19375000000,32000,IFC
Intel,US,509640000000,53760000000,85100,INTC
Inter RAO,RU,,21000000000,15879,IRAO
Interactive Brokers,US,40610000000,6840000000,3182,IBKR
Intercontinental Exchange,US,80600000000,10440000000,12844,ICE
International Airlines Group,ES,24526800000,36018000000,65203,IAG.MC
International Airlines Group,UK,24599900000,36982400000,75786,IAG.L
International Flavors & Fragrances,US,18480000000,10790000000,21500,IFF
International Holding Company,AE,225839000000,32490000000,,IHC.AD
International Paper,US,19970000000,24340000000,62602,IP
Interparfums,FR,2473200000,971330400,359,ITP.PA
Intertek,UK,11341100000,4356100000,45425,ITRK.L
Intesa Sanpaolo,IT,121089600000,27766800000,89931,ISP.MI
Intuit,US,77060000000,20930000000,18200,INTU
Intuitive Surgical,US,117760000000,11030000000,17021,ISRG
Invesco,US,13290000000,6590000000,7499,IVZ
Investec,UK,6705600000,2705100000,7777,INVP.L
Investec Ltd,ZA,6263783784,2590810811,8000,INL.JO
Investec PLC,ZA,6263783784,2590810811,8000,INP.JO
Investor,SE,116190476190,31240000000,21005,INVE-B.ST
Invitation Homes,US,17630000000,2780000000,1725,INVH
Involys,MA,4000000,,,
Ipsen,FR,14374800000,4244400000,5535,IPN.PA
Ipsos,FR,1684800000,2743200000,20921,IPS.PA
Irish Continental Group,IE,1048334400,720036000,289,IR5B.IR
Irish Residential Properties REIT,IE,640029600,92307600,97,IRES.IR
Iron Mountain,US,37490000000,7250000000,29400,IRM
Isetan Mitsukoshi Holdings Ltd.,JP,8533333333,3637533333,8670,3099.T
Israel Discount Bank,IL,10532432432,3408108108,6849,DSCT
Isuzu Motors Ltd.,JP,10666666667,23200000000,43005,7202.T
Italgas,IT,11048400000,3855600000,6343,IG.MI
Itaú Unibanco,BR,90262962963,25590740741,93554,ITUB4
Itaúsa,BR,28685185185,1550000000,126000,ITSA4
Itissalat Al-Maghrib (Maroc Telecom),MA,7966000000,,,IAM
Itochu Corp.,JP,91866666667,98800000000,114570,8001.T
Iveco,IT,4017600000,14504400000,35453,IVG.MI
"J. Front Retailing Co., Ltd.",JP,4801800000,2967266667,5584,3086.T
J.B. Hunt,US,27230000000,12700000000,31750,JBHT
J.M. Smucker Company (The),US,12290000000,9050000000,9000,SJM
JB Hi-Fi,AU,5693333333,7313333333,16000,JBH.AX
JCDecaux,FR,5086800000,3963600000,11320,DEC.PA
JD Health,CN,15334615385,10478205128,5263,6618
JD Health,HK,15334615385,10478205128,5263,6618
JD Logistics,CN,11114102564,33628205128,682705,2618
JD Logistics,HK,11114102564,33628205128,682705,2618
JD Sports,UK,5245100000,16078200000,96084,JD.L
JD.com,CN,40928205128,192307692308,900000,9618
JD.com,HK,40928205128,192307692308,900000,9618
"JFE Holdings, Inc.",JP,7266666667,30266666667,61628,5411.T
JGC Corporation,JP,3735000000,4968533333,8154,1963.T
JPMorgan Chase,US,925720000000,186330000000,318512,JPM
JSW Steel,IN,36626506024,22289156627,16083,JSWSTEEL.NS
JTEKT Corp.,JP,4377066667,12800000000,43233,6473.T
Jabal Omar Development,SA,4986666667,562666667,,4250.SR
Jabil,US,33700000000,33590000000,135000,JBL
Jack Henry & Associates,US,10430000000,2520000000,7240,JKHY
Jacobs Solutions,US,15590000000,13170000000,43000,J
James Hardie,AU,13486666667,7050000000,7500,JHX.AX
"Japan Airlines Co., Ltd.",JP,8133333333,13400000000,39076,9201.T
Japan Exchange Group Inc.,JP,15066666667,1324933333,1268,8697.T
"Japan Post Holdings Co., Ltd.",JP,44733333333,75333333333,224438,6178.T
"Japan Steel Works, Ltd.",JP,3803866667,1832333333,5419,5631.T
Japan Tobacco Inc.,JP,75400000000,23933333333,52867,2914.T
Japfa Comfeed Indonesia,ID,1531012658,3843037975,31683,JPFA.JK
Jardine Matheson Holdings,SG,18500000000,44010000000,443000,J36.SI
Jarir Marketing,SA,5370666667,3133333333,,4190.SR
Jasa Marga,ID,1249367089,1891772152,7490,JSMR.JK
Jentech Precision,TW,17011875000,650937500,655,3653
Jerónimo Martins,PT,11577924182,39442704396,147709,JMT
Jet Contractors,MA,618000000,,,JET
Jiangsu Hengrui Medicine,CN,50301388889,4522222222,20602,600276
Jiangsu Yanghe Brewery Joint-Stock,CN,8420833333,2268055556,22392,002304
Jindal Steel,IN,12891566265,6412650602,5918,JINDALSTEL.NS
Jio Financial Services,IN,18554216867,325542169,,JIOFIN.NS
Johnson & Johnson,US,621350000000,97930000000,138200,JNJ
Johnson Controls,US,87830000000,24430000000,87000,JCI
Jyske Bank,DK,8428985507,2053623188,3845,JYSK.CO
KB Financial,KR,46007407407,11762962963,142,105560.KS
KBC Group,BE,52542000000,13078800000,39803,KBC.BR
KCC,KR,2192592593,4822222222,3311,002380.KS
KDDI Corp.,JP,73000000000,40466666667,73198,9433.T
KEPCO,KR,16118518519,72296296296,22179,015760.KS
KGHM Polska Miedź,PL,15725000000,9822500000,34477,KGH
KGI Financial Holding,TW,16152500000,11476250000,13785,2883
KKR & Co.,US,85970000000,25350000000,5043,KKR
KLA Corporation,US,282420000000,13100000000,15200,KLAC
KONE,FI,26146800000,12279600000,64884,KNEBV.HE
KPN,NL,17312400000,6296400000,9293,KPN.AS
KT,KR,9414814815,20918518519,14020,030200.KS
KT&G,KR,13577777778,5029629630,4130,033780.KS
Kajima Corp.,JP,17400000000,20466666667,21170,1812.T
Kakao,KR,12125925926,6000000000,3829,035720.KS
Kakao Pay,KR,4340740741,777777778,1131,377300.KS
KakaoBank,KR,7807407407,1229629630,,323410.KS
Kalbe Farma,ID,2076582278,2235443038,12895,KLBF.JK
Kalmar,FI,2764800000,1965600000,5290,KALMAR.HE
Kanadevia Corp.,JP,1380600000,4301466667,12666,7004.T
Kangwon Land,KR,2111111111,1103703704,3707,035250.KS
"Kansai Electric Power Co., Inc.",JP,17466666667,27066666667,32482,9503.T
Kao Corp.,JP,19466666667,11400000000,31514,4452.T
Kardemir,TR,1501875000,1979062500,4458,KRDMD
"Kawasaki Heavy Industries, Ltd.",JP,15466666667,15400000000,39689,7012.T
"Kawasaki Kisen Kaisha, Ltd.",JP,11133333333,6800000000,5262,9107.T
Keio Corp.,JP,3002066667,3312933333,13079,9008.T
"Keisei Electric Railway Co., Ltd.",JP,3983266667,2216133333,13231,9009.T
Kemira,FI,2548800000,2937600000,4871,KEMIRA.HE
Kenmare Resources,IE,214172800,244130000,1740,KMR.L
Kenvue,US,36150000000,15290000000,22000,KVUE
Keppel Corporation,SG,15350746269,4462686567,4964,BN4.SI
Keppel DC REIT,SG,4201492537,329373134,,AJBU.SI
Kering,FR,33210000000,15854400000,43731,KER.PA
Kerry Group,IE,14094000000,7300800000,19420,KRZ.IR
Kesko,FI,8834400000,13899600000,18864,KESKOB.HE
Keurig Dr Pepper,US,40440000000,16940000000,30600,KDP
KeyCorp,US,24360000000,7370000000,17883,KEY
Keyence Corp.,JP,116600000000,7800000000,12784,6861.T
Keysight Technologies,US,56180000000,6090000000,16800,KEYS
Kia,KR,42259259259,84548148148,32366,000270.KS
Kikkoman Corp.,JP,9933333333,4970266667,7911,2801.T
Kimberly-Clark,US,35480000000,16560000000,36000,KMB
Kimberly-Clark de México,MX,6650000000,3220000000,9556,KCDMY
Kimco Realty,US,17450000000,2160000000,710,KIM
Kinder Morgan,US,72420000000,17960000000,11028,KMI
King Slide Works,TW,24196562500,593750000,,2059
King Yuan Electronics,TW,10928437500,1181562500,4020,2449
Kingdom Holding,SA,11938666667,672000000,,4280.SR
Kingfisher,UK,6286500000,16446500000,69720,KGF.L
Kingspan Group,IE,14817600000,9936000000,27601,KRX.IR
Kinross Gold,CA,29985294118,8169117647,8456,K
Kioxia Holdings Corp.,JP,226066666667,15600000000,15249,285A.T
"Kirin Holdings Co, Ltd",JP,15400000000,16200000000,31144,2503.T
Kiwoom Securities,KR,6111111111,10422222222,642,039490.KS
Klabin,BR,4079629630,3848148148,18153,KLBN11
Klepierre,FR,11782800000,1879200000,1034,LI.PA
"Kobe Steel, Ltd.",JP,5250266667,16266666667,38614,5406.T
Kojamo,FI,2700000000,475200000,300,KOJAMO.HE
Kolon Industries,KR,1296296296,3614814815,3905,120110.KS
Komatsu Ltd.,JP,38333333333,27533333333,67279,6301.T
Konami Corp.,JP,16466666667,3291200000,5186,9766.T
Konecranes,FI,7322400000,4438800000,16403,KCR.HE
Kongsberg Gruppen,NO,23197196262,3339252336,7586,KOG.OL
"Konica Minolta Holdings, Inc.",JP,2097000000,7266666667,34363,4902.T
Korea Aerospace,KR,11851851852,2740740741,4788,047810.KS
Korea Gas,KR,2222222222,26466666667,4206,036460.KS
Korea Zinc,KR,15755555556,12288888889,1891,010130.KS
Korean Air,KR,7044444444,18807407407,18000,003490.KS
Kotak Mahindra Bank,IN,45662650602,8589879518,112000,KOTAKBANK.NS
Koç Holding,TR,16190000000,87187500000,122623,KCHOL
Kraft Heinz,US,30100000000,24990000000,35000,KHC
Krafton,KR,7711111111,2829629630,1781,259960.KS
Kroger,US,34070000000,148650000000,403000,KR
Kruk,PL,2047500000,652500000,3605,KRU
Kuaishou,CN,23685897436,20967948718,24202,1024
Kuaishou,HK,23685897436,20967948718,24202,1024
Kubota Corp.,JP,21000000000,20133333333,52503,6326.T
Kuehne + Nagel,CH,27911000000,27662400000,80141,KNIN.SW
"Kuraray Co., Ltd.",JP,3677800000,5389666667,12117,3405.T
Kweichow Moutai,CN,225000000000,23909722222,34992,600519
Kyocera Corp.,JP,32400000000,13800000000,73856,6971.T
"Kyowa Hakko Kirin Co., Ltd.",JP,9066666667,3403800000,5161,4151.T
L'Oréal,FR,219434400000,47574000000,79033,OR.PA
L3Harris,US,55570000000,22480000000,45000,LHX
LG,KR,11525925926,5370370370,198,003550.KS
LG Chem,KR,14896296296,33777777778,14344,051910.KS
LG Display,KR,3748148148,18740740741,29931,034220.KS
LG Electronics,KR,22866666667,66074074074,34884,066570.KS
LG Energy Solution,KR,60318518519,17533333333,12461,373220.KS
LG H&H,KR,2844444444,4614814815,4448,051900.KS
LG Innotek,KR,11340740741,16222222222,10255,011070.KS
LG Uplus,KR,4651851852,11488888889,10290,032640.KS
LIG Nex1,KR,11911111111,3192592593,5766,079550.KS
LPP,PL,9422500000,5907500000,63000,LPP
LS,KR,6511111111,23607407407,92,006260.KS
LS Electric,KR,24614814815,3681481481,3267,010120.KS
LTM,IN,14216867470,5097349398,87886,LTIM.NS
LVMH,FR,254113200000,87274800000,196647,MC.PA
LY Corporation,JP,20000000000,13600000000,29863,4689.T
Labcorp,US,23560000000,14140000000,71000,LH
Label'Vie,MA,1056000000,,,LBV
Laboratorios Rovi [es],ES,3099600000,834894000,2045,ROVI.MC
LafargeHolcim Maroc,MA,4355000000,,,LHM
Lam Research,US,401150000000,21680000000,17200,LRCX
Land Securities,UK,6591300000,1132840000,700,LAND.L
Largan Precision,TW,17161562500,1940937500,7719,3008
Larsen & Toubro,IN,63253012048,35180722892,55662,LT.NS
Las Vegas Sands,US,30370000000,13720000000,41500,LVS
Lasertec,JP,27000000000,1681200000,1163,6920.T
Legal & General,UK,20802600000,13957300000,10500,LGEN.L
Legrand,FR,38685600000,10519200000,35967,LR.PA
Leidos,US,13780000000,17330000000,47000,LDOS
Lennar,US,19490000000,32740000000,12532,LEN
Lennox International,US,18610000000,5260000000,12900,LII
Lenovo,CN,39153846154,83501282051,73500,0992
Lenovo,HK,39153846154,83501282051,73500,0992
Lenta,RU,,6570000000,35100,LNTA
Lenzing,AT,1051034400,2808000000,7589,LNZ.VI
Leonardo,IT,31881600000,21060000000,65455,LDO.MI
Lesieur Cristal,MA,842000000,,,LES
Li Auto,CN,12028205128,15938461538,30728,2015
Li Auto,HK,12028205128,15938461538,30728,2015
Li-Ning,CN,4887179487,4223076923,5152,2331
Li-Ning,HK,4887179487,4223076923,5152,2331
Lifco,SE,13635238095,2786666667,8140,LIFCO-B.ST
Lilly (Eli),US,1050000000000,72250000000,50000,LLY
Linde plc,US,234180000000,34660000000,65177,LIN
Link REIT,CN,13193589744,1811538462,1441,0823
Link REIT,HK,13193589744,1811538462,1441,0823
Lion Finance Group,UK,6235700000,1536700000,13509,BGEO.L
Lite-On Technology,TW,15351875000,5408750000,38676,2301
Live Nation Entertainment,US,41050000000,25610000000,34700,LYV
Lloyds Banking Group,UK,84404200000,24295100000,60061,LLOY.L
Loblaw Companies,CA,54882352941,47411764706,220000,L
Localiza,BR,7531481481,8135185185,23558,RENT3
Lockheed Martin,US,130270000000,77010000000,123000,LMT
Lodha,IN,13855421687,2009156627,5783,LODHA.NS
Loews Corporation,US,23680000000,18520000000,13100,L
Logista,ES,4881600000,14623200000,7701,LOG.MC
Logitech International SA,CH,13842500000,4840000000,7300,LOGN.SW
Lojas Renner,BR,2448148148,2951851852,26058,LREN3
London Stock Exchange Group,UK,53682900000,11874500000,28516,LSEG.L
LondonMetric Property,UK,5778500000,596011000,54,LMP.L
Longfor Properties,CN,6178205128,13883333333,31653,0960
Longfor Properties,HK,6178205128,13883333333,31653,0960
Longi Green Energy Technology,CN,13436111111,9429166667,32775,601012
Lonza Group AG,CH,42329800000,7763100000,20000,LONN.SW
Lotte Chemical,KR,1851851852,13755555556,4224,011170.KS
Lotte Shopping,KR,2814814815,10266666667,17055,023530.KS
Lottomatica Group,IT,6231600000,2430000000,2525,LTMC.MI
Lotus Bakeries,BE,9612000000,1468800000,3559,LOTB.BR
Lowe's,US,112870000000,88430000000,276000,LOW
Luberef,SA,6002666667,2168000000,588,2223.SR
Lukoil,RU,,45000000000,101000,LKOH
Lululemon Athletica,US,12650000000,11200000000,39000,LULU
Lumentum,US,66060000000,2490000000,10562,LITE
Luxshare Precision Industry,CN,65111111111,49229166667,416197,002475
Luzhou Lao Jiao,CN,17402777778,3388888889,3912,000568
Lynas Rare Earths,AU,10320000000,371006667,,LYC.AX
LyondellBasell,US,19970000000,29670000000,18970,LYB
L’Oréal,FR,219434400000,47574000000,79033,OR.PA
M&G,UK,10706100000,9321800000,6455,MNG.L
M&T Bank,US,35470000000,9450000000,22278,MTB
M2M Group,MA,23000000,,,
M3 Inc.,JP,8066666667,2342400000,17010,2413.T
M6 Metropole Television,FR,1620000000,1360800000,2001,MMT.PA
MAP Aktif Adiperkasa,ID,1091139241,1220253165,15940,MAPA.JK
MBME Group,AE,,,,MBME.AD
MBRF,BR,4159259259,30359259259,130000,MBRF3
MGM Resorts,US,11550000000,17720000000,78000,MGM
MMK,RU,,7280000000,,MAGN
MPC Container Ships,NO,1111214953,463551402,40,MPCC.OL
MRV,BR,477777778,2111111111,30000,MRVE3
"MS&AD Insurance Group, Inc.",JP,47000000000,45466666667,46856,8725.T
MSCI Inc.,US,40450000000,3330000000,6286,MSCI
MTN Group,ZA,22657297297,12257297297,21975,MTN.JO
MTR Corporation,CN,26080769231,7111538462,29866,0066
MTR Corporation,HK,26080769231,7111538462,29866,0066
MTS,RU,,,60000,MTSS
MTU Aero Engines,DE,19807200000,9460800000,13674,MTX.DE
Ma'aden,SA,60608000000,10360000000,6978,1211.SR
Macquarie Group,AU,62386666667,13073333333,19124,MQG.AX
Magazine Luiza,BR,703703704,7133333333,35000,MGLU3
Maghreb Oxygène,MA,29000000,,,
Maghrebail,MA,124000000,,,
Magna International,CA,19036764706,43441176471,156000,MG
Magnit,RU,,41900000000,300000,MGNT
Mahindra & Mahindra,IN,42771084337,24337349398,26765,M&M.NS
Makkah Construction & Development,SA,4536000000,290666667,,4100.SR
Malin Corporation,IE,33242400,,2,MLC.IR
Managem,MA,15068000000,,,MNG
Mandatum,FI,3067200000,451656000,634,MANTA.HE
Manulife Financial,CA,74448529412,23551470588,37000,MFC
Mapfre,ES,15109200000,32421600000,30846,MAP.MC
Mapletree Industrial Trust,SG,4111940299,502231343,186,ME8U.SI
Mapletree Logistics Trust,SG,4582089552,528559701,,M44U.SI
Mapletree Pan Asia Commercial Trust,SG,5320895522,655171642,447,N2IU.SI
Marathon Petroleum,US,91520000000,135950000000,18500,MPC
Marcopolo,BR,1179629630,1674074074,15109,POMO4
Marks & Spencer,UK,10414000000,21932900000,51405,MKS.L
Maroc Leasing,MA,101000000,,,
Marriott International,US,95640000000,7180000000,414000,MAR
Marsh McLennan,US,83820000000,27950000000,95000,MRSH
Martin Marietta Materials,US,33080000000,6350000000,9600,MLM
Marubeni Corp.,JP,58533333333,55133333333,42882,8002.T
"Marui Group Co., Ltd.",JP,3486666667,1845733333,3820,8252.T
Maruti Suzuki,IN,51325301205,22048192771,19966,MARUTI.NS
Marvell Technology,US,181630000000,8720000000,7480,MRVL
Masan Group,VN,3695600000,3264800000,40411,MSN.VN
Masco,US,15370000000,7680000000,18000,MAS
Mashreqbank,AE,13665000000,3384000000,,MASQ.DU
Mastercard,US,466180000000,33940000000,39800,MA
Maurel & Prom,FR,1825200000,491880000,810,MAU.PA
Max Healthcare,IN,12650602410,1008795181,15114,MAXHEALTH.NS
Mazagon Dock Shipbuilders,IN,11213975904,1566987952,2614,MAZDOCK.NS
Mazda Motor Corp.,JP,4874066667,32800000000,47144,7261.T
McCormick & Company,US,13600000000,7390000000,14100,MKC
McDonald's,US,186450000000,27450000000,150000,MCD
McKesson Corporation,US,95690000000,403430000000,43000,MCK
Mechel,RU,,3430000000,80000,MTLR
Med Paper,MA,12000000,,,
Medco Energi Internasional,ID,2062025316,2340000000,3410,MEDC.JK
MediaTek,TW,193125000000,18493750000,17449,2454
Medibank,AU,9380000000,5706666667,3604,MPL.AX
MedinCell,FR,984916800,26222400,140,MEDCL.PA
Mediobanca,IT,24073200000,2808000000,5419,MB.MI
Medtronic,US,104900000000,36360000000,95000,MDT
Mega Financial Holding,TW,22342812500,2465312500,10091,2886
Megacable,MX,,,,MEGACPO
"Meiji Holdings Company, Limited",JP,6733333333,7800000000,17103,2269.T
Meituan,CN,69093589744,53873076923,111298,3690
Meituan,HK,69093589744,53873076923,111298,3690
Melexis,BE,3153600000,910936800,2000,MELE.BR
Melisron,IL,5310810811,645945946,332,MLSR
Melrose Industries,UK,7632700000,4559300000,13156,MRO.L
Mengniu Dairy,CN,9092307692,11733333333,38301,2319
