company,cc,market_cap_usd,revenue_usd,employees,ticker
SAIC Motor,CN,25000000000,100000000000,200000,600104.SS
Fuyao Glass Industry Group,CN,20000000000,5000000000,30000,600660.SS
China Vanke,CN,12000000000,60000000000,130000,000002.SZ
Aier Eye Hospital,CN,18000000000,3000000000,60000,300015.SZ
Guotai Junan Securities,CN,20000000000,5000000000,15000,601211.SS
Foshan Haitian Flavouring & Food,CN,35000000000,3700000000,8000,603288.SS
Zhangzhou Pientzehuang Pharmaceutical,CN,20000000000,1500000000,3000,600436.SS
China Cosco Holdings (COSCO Shipping Holdings),CN,25000000000,30000000000,40000,601919.SS
China Three Gorges Renewables (Group),CN,18000000000,4000000000,5000,600905.SS
China Railway Group Limited,CN,18000000000,160000000000,300000,601390.SS
Bank of Shanghai,CN,15000000000,7500000000,12000,601229.SS
Chongqing Zhifei Biological Products,CN,12000000000,7000000000,5000,300122.SZ
Focus Media Information Technology,CN,12000000000,1700000000,4000,002027.SZ
Advanced Micro-Fabrication Equipment (AMEC),CN,18000000000,1200000000,2000,688012.SS
Beijing Kingsoft Office Software,CN,18000000000,700000000,4000,688111.SS
Daqin Railway,CN,15000000000,11000000000,55000,601006.SS
Jiangsu Yanghe Brewery Joint-Stock,CN,18000000000,4500000000,10000,002304.SZ
China Everbright Bank,CN,25000000000,20000000000,46000,601818.SS
Baoshan Iron and Steel,CN,20000000000,50000000000,40000,600019.SS
United Imaging Healthcare,CN,18000000000,1600000000,8000,688271.SS
Dawning Information Industry (Sugon),CN,12000000000,2000000000,6000,603019.SS
Anhui Conch Cement,CN,18000000000,18000000000,50000,600585.SS
Zhejiang Sanhua Intelligent Controls,CN,12000000000,4000000000,20000,002050.SZ
Tianqi Lithium Industries,CN,10000000000,5000000000,5000,002466.SZ
Postal Savings Bank of China,CN,75000000000,50000000000,195000,601658.SS
China Shipbuilding Industry Company,CN,15000000000,6000000000,30000,601989.SS
CNOOC Limited,CN,100000000000,60000000000,20000,600938.SS
HSBC Holdings plc,CN,170000000000,66000000000,220000,0005.HK
Hong Kong Exchanges and Clearing,CN,55000000000,2800000000,2500,0388.HK
China Construction Bank,CN,200000000000,110000000000,375000,0939.HK
AIA Group Limited,CN,90000000000,40000000000,25000,1299.HK
BOC Hong Kong Holdings,CN,35000000000,9000000000,15000,2388.HK
China Life,CN,110000000000,130000000000,180000,2628.HK
Bank of China Ltd,CN,180000000000,90000000000,306000,3988.HK
CLP Holdings Limited,CN,22000000000,12000000000,8000,0002.HK
Hong Kong and China Gas Company,CN,14000000000,7000000000,8500,0003.HK
Power Assets Holdings,CN,12000000000,300000000,1500,0006.HK
China Resources Power,CN,14000000000,14000000000,20000,0836.HK
Cheung Kong Infrastructure Holdings,CN,16000000000,4000000000,3000,1038.HK
ENN Energy,CN,10000000000,15000000000,30000,2688.HK
Henderson Land Development,CN,16000000000,3500000000,9000,0012.HK
Sun Hung Kai Properties,CN,30000000000,8500000000,40000,0016.HK
Hang Lung Properties,CN,5000000000,1300000000,4500,0101.HK
China Overseas Land & Investment,CN,20000000000,28000000000,60000,0688.HK
Link REIT,CN,12000000000,1700000000,1000,0823.HK
Longfor Properties,CN,10000000000,25000000000,30000,0960.HK
China Resources Land,CN,25000000000,35000000000,55000,1109.HK
CK Asset Holdings,CN,16000000000,8000000000,10000,1113.HK
China Resources Mixc Lifestyle,CN,12000000000,2200000000,60000,1209.HK
Wharf Real Estate Investment Company,CN,12000000000,1600000000,3000,1997.HK
CK Hutchison Holdings,CN,22000000000,60000000000,200000,0001.HK
Galaxy Entertainment Group,CN,22000000000,5500000000,20000,0027.HK
MTR Corporation,CN,22000000000,7500000000,18000,0066.HK
Geely Auto,CN,18000000000,25000000000,40000,0175.HK
Alibaba Health,CN,8000000000,3500000000,4000,0241.HK
CITIC Limited,CN,35000000000,100000000000,190000,0267.HK
BYD Electronics,CN,10000000000,25000000000,130000,0285.HK
WH Group,CN,10000000000,26000000000,100000,0288.HK
China Resources Beer,CN,12000000000,5500000000,25000,0291.HK
Orient Overseas (International),CN,10000000000,12000000000,10000,0316.HK
Tingyi,CN,8000000000,11000000000,60000,0322.HK
Sinopec Corp,CN,110000000000,450000000000,520000,0386.HK
Techtronic Industries,CN,25000000000,14000000000,50000,0669.HK
Tencent Holdings Limited,CN,500000000000,95000000000,105000,0700.HK
China Unicom,CN,25000000000,52000000000,240000,0762.HK
PetroChina Company Limited,CN,200000000000,400000000000,380000,0857.HK
Xinyi Glass,CN,5000000000,3000000000,20000,0868.HK
Zhongsheng Group,CN,5000000000,25000000000,50000,0881.HK
China Mobile Ltd,CN,250000000000,140000000000,450000,0941.HK
Xinyi Solar,CN,5000000000,3000000000,15000,0968.HK
Semiconductor Manufacturing International Corporation,CN,60000000000,8000000000,20000,0981.HK
Lenovo,CN,18000000000,62000000000,75000,0992.HK
Kuaishou,CN,30000000000,17000000000,30000,1024.HK
Hengan International Group,CN,4000000000,3300000000,25000,1044.HK
CSPC Pharmaceutical Group,CN,12000000000,4300000000,25000,1093.HK
Sinopharm Group,CN,8000000000,80000000000,100000,1099.HK
Sino Biopharm,CN,10000000000,4000000000,25000,1177.HK
BYD Company,CN,100000000000,85000000000,700000,1211.HK
China Hongqiao Group,CN,12000000000,20000000000,40000,1378.HK
Xiaomi,CN,100000000000,50000000000,40000,1810.HK
Budweiser Brewing Company APAC,CN,14000000000,6500000000,30000,1876.HK
Sands China,CN,20000000000,7000000000,30000,1928.HK
Chow Tai Fook,CN,12000000000,12000000000,30000,1929.HK
Li Auto,CN,30000000000,20000000000,30000,2015.HK
Anta Sports,CN,30000000000,9000000000,60000,2020.HK
ZTO Express,CN,18000000000,6000000000,25000,2057.HK
WuXi Biologics,CN,12000000000,2600000000,12000,2269.HK
Shenzhou International,CN,14000000000,4000000000,100000,2313.HK
Mengniu Dairy,CN,10000000000,13000000000,45000,2319.HK
Li-Ning,CN,6000000000,4000000000,20000,2331.HK
Sunny Optical,CN,10000000000,5000000000,25000,2382.HK
JD Logistics,CN,12000000000,25000000000,400000,2618.HK
Zijin Mining,CN,75000000000,40000000000,50000,2899.HK
Meituan,CN,100000000000,45000000000,100000,3690.HK
Hansoh Pharmaceutical Group,CN,14000000000,1700000000,8000,3692.HK
JD Health,CN,12000000000,8000000000,5000,6618.HK
Haier (Haier Smart Home),CN,35000000000,37000000000,100000,6690.HK
Haidilao,CN,12000000000,6000000000,140000,6862.HK
JD.com,CN,50000000000,160000000000,500000,9618.HK
Nongfu Spring,CN,55000000000,6500000000,15000,9633.HK
Baidu,CN,35000000000,19000000000,40000,9888.HK
Trip.com Group,CN,35000000000,7000000000,35000,9961.HK
Alibaba Group,CN,200000000000,130000000000,200000,9988.HK
Pop Mart,CN,30000000000,2000000000,12000,9992.HK
NetEase,CN,60000000000,15000000000,35000,9999.HK
HSBC Holdings,HK,170000000000,66000000000,220000,0005.HK
Hong Kong Exchanges and Clearing,HK,55000000000,2800000000,2500,0388.HK
China Construction Bank,HK,200000000000,110000000000,375000,0939.HK
AIA Group,HK,90000000000,40000000000,25000,1299.HK
Industrial and Commercial Bank of China,HK,300000000000,130000000000,420000,1398.HK
Ping An Insurance,HK,120000000000,160000000000,280000,2318.HK
BOC Hong Kong,HK,35000000000,9000000000,15000,2388.HK
China Life Insurance,HK,110000000000,130000000000,180000,2628.HK
China Merchants Bank,HK,150000000000,47000000000,116000,3968.HK
Bank of China,HK,180000000000,90000000000,306000,3988.HK
CLP Holdings,HK,22000000000,12000000000,8000,0002.HK
Hong Kong and China Gas,HK,14000000000,7000000000,8500,0003.HK
Power Assets Holdings,HK,12000000000,300000000,1500,0006.HK
China Resources Power,HK,14000000000,14000000000,20000,0836.HK
Cheung Kong Infrastructure Holdings,HK,16000000000,4000000000,3000,1038.HK
ENN Energy,HK,10000000000,15000000000,30000,2688.HK
Henderson Land Development,HK,16000000000,3500000000,9000,0012.HK
Sun Hung Kai Properties,HK,30000000000,8500000000,40000,0016.HK
Hang Lung Properties,HK,5000000000,1300000000,4500,0101.HK
China Overseas Land & Investment,HK,20000000000,28000000000,60000,0688.HK
Link REIT,HK,12000000000,1700000000,1000,0823.HK
Longfor Properties,HK,10000000000,25000000000,30000,0960.HK
China Resources Land,HK,25000000000,35000000000,55000,1109.HK
CK Asset Holdings,HK,16000000000,8000000000,10000,1113.HK
China Resources Mixc Lifestyle,HK,12000000000,2200000000,60000,1209.HK
Wharf Real Estate Investment,HK,12000000000,1600000000,3000,1997.HK
CK Hutchison Holdings,HK,22000000000,60000000000,200000,0001.HK
Galaxy Entertainment Group,HK,22000000000,5500000000,20000,0027.HK
MTR Corporation,HK,22000000000,7500000000,18000,0066.HK
Geely Auto,HK,18000000000,25000000000,40000,0175.HK
Alibaba Health,HK,8000000000,3500000000,4000,0241.HK
CITIC Limited,HK,35000000000,100000000000,190000,0267.HK
BYD Electronics,HK,10000000000,25000000000,130000,0285.HK
WH Group,HK,10000000000,26000000000,100000,0288.HK
China Resources Beer,HK,12000000000,5500000000,25000,0291.HK
Midea Group,HK,75000000000,51000000000,190000,0300.HK
Orient Overseas (International),HK,10000000000,12000000000,10000,0316.HK
Tingyi,HK,8000000000,11000000000,60000,0322.HK
Sinopec Corp,HK,110000000000,450000000000,520000,0386.HK
Techtronic Industries,HK,25000000000,14000000000,50000,0669.HK
Tencent Holdings,HK,500000000000,95000000000,105000,0700.HK
China Unicom,HK,25000000000,52000000000,240000,0762.HK
PetroChina,HK,200000000000,400000000000,380000,0857.HK
Xinyi Glass,HK,5000000000,3000000000,20000,0868.HK
Zhongsheng Group,HK,5000000000,25000000000,50000,0881.HK
CNOOC,HK,100000000000,60000000000,20000,0883.HK
China Mobile,HK,250000000000,140000000000,450000,0941.HK
Xinyi Solar,HK,5000000000,3000000000,15000,0968.HK
Semiconductor Manufacturing International,HK,60000000000,8000000000,20000,0981.HK
Lenovo,HK,18000000000,62000000000,75000,0992.HK
Kuaishou,HK,30000000000,17000000000,30000,1024.HK
Hengan International,HK,4000000000,3300000000,25000,1044.HK
China Shenhua Energy,HK,100000000000,47000000000,90000,1088.HK
CSPC Pharmaceutical Group,HK,12000000000,4300000000,25000,1093.HK
Sinopharm Group,HK,8000000000,80000000000,100000,1099.HK
Sino Biopharmaceutical,HK,10000000000,4000000000,25000,1177.HK
BYD Company,HK,100000000000,85000000000,700000,1211.HK
China Hongqiao Group,HK,12000000000,20000000000,40000,1378.HK
Xiaomi,HK,100000000000,50000000000,40000,1810.HK
Budweiser Brewing Company APAC,HK,14000000000,6500000000,30000,1876.HK
Sands China,HK,20000000000,7000000000,30000,1928.HK
Chow Tai Fook Jewellery,HK,12000000000,12000000000,30000,1929.HK
Li Auto,HK,30000000000,20000000000,30000,2015.HK
Anta Sports,HK,30000000000,9000000000,60000,2020.HK
ZTO Express,HK,18000000000,6000000000,25000,2057.HK
WuXi Biologics,HK,12000000000,2600000000,12000,2269.HK
Shenzhou International,HK,14000000000,4000000000,100000,2313.HK
Mengniu Dairy,HK,10000000000,13000000000,45000,2319.HK
Li-Ning,HK,6000000000,4000000000,20000,2331.HK
WuXi AppTec,HK,25000000000,5500000000,40000,2359.HK
Sunny Optical Technology,HK,10000000000,5000000000,25000,2382.HK
JD Logistics,HK,12000000000,25000000000,400000,2618.HK
Zijin Mining,HK,75000000000,40000000000,50000,2899.HK
Meituan,HK,100000000000,45000000000,100000,3690.HK
Hansoh Pharmaceutical Group,HK,14000000000,1700000000,8000,3692.HK
JD Health,HK,12000000000,8000000000,5000,6618.HK
Haier Smart Home,HK,35000000000,37000000000,100000,6690.HK
Haidilao,HK,12000000000,6000000000,140000,6862.HK
JD.com,HK,50000000000,160000000000,500000,9618.HK
Nongfu Spring,HK,55000000000,6500000000,15000,9633.HK
Baidu,HK,35000000000,19000000000,40000,9888.HK
Trip.com Group,HK,35000000000,7000000000,35000,9961.HK
Alibaba Group,HK,200000000000,130000000000,200000,9988.HK
Pop Mart,HK,30000000000,2000000000,12000,9992.HK
NetEase,HK,60000000000,15000000000,35000,9999.HK
Taiwan Semiconductor Manufacturing,TW,900000000000,90000000000,76000,2330.TW
MediaTek,TW,70000000000,17000000000,26000,2454.TW
Delta Electronics,TW,60000000000,13000000000,85000,2308.TW
Hon Hai Precision,TW,75000000000,210000000000,800000,2317.TW
ASE Technology Holding,TW,25000000000,19000000000,90000,3711.TW
United Microelectronics,TW,20000000000,7500000000,20000,2303.TW
Elite Material,TW,10000000000,2000000000,8000,2383.TW
Unimicron Technology,TW,10000000000,3500000000,20000,3037.TW
CTBC Financial Holding,TW,25000000000,20000000000,30000,2891.TW
Accton Technology,TW,18000000000,3500000000,5000,2345.TW
Yageo,TW,10000000000,4000000000,40000,2327.TW
Fubon Financial Holding,TW,30000000000,25000000000,40000,2881.TW
Nan Ya Plastics,TW,15000000000,9000000000,30000,1303.TW
Cathay Financial Holding,TW,30000000000,30000000000,45000,2882.TW
Quanta Computer,TW,35000000000,45000000000,90000,2382.TW
Taishin Financial Holding,TW,10000000000,6000000000,12000,2887.TW
Chroma ATE,TW,8000000000,1200000000,4000,2360.TW
Asia Vital Components,TW,8000000000,2500000000,30000,3017.TW
Yuanta Financial Holding,TW,12000000000,6000000000,15000,2885.TW
Mega Financial Holding,TW,15000000000,7000000000,8000,2886.TW
Wiwynn,TW,12000000000,12000000000,8000,6669.TW
E.Sun Financial Holding,TW,12000000000,7000000000,12000,2884.TW
Chunghwa Telecom,TW,30000000000,7000000000,30000,2412.TW
Winbond Electronics,TW,4000000000,2500000000,8000,2344.TW
SinoPac Financial Holdings,TW,8000000000,4000000000,10000,2890.TW
ASUSTeK Computer,TW,12000000000,17000000000,15000,2357.TW
Nanya Technology,TW,5000000000,1500000000,5000,2408.TW
Wistron,TW,12000000000,30000000000,80000,3231.TW
KGI Financial Holding,TW,8000000000,4000000000,10000,2883.TW
King Slide Works,TW,5000000000,500000000,2000,2059.TW
Lite-On Technology,TW,8000000000,6000000000,40000,2301.TW
Zhen Ding Technology,TW,6000000000,5000000000,30000,4958.TW
First Financial Holding,TW,12000000000,6000000000,10000,2892.TW
Largan Precision,TW,10000000000,1800000000,6000,3008.TW
Hua Nan Financial Holdings,TW,10000000000,5000000000,10000,2880.TW
Uni-President Enterprises,TW,15000000000,20000000000,80000,1216.TW
BizLink Holding,TW,5000000000,1500000000,25000,3665.TW
Hon Precision,TW,4000000000,3000000000,10000,2354.TW
Global Unichip,TW,10000000000,2500000000,1500,3443.TW
Gold Circuit Electronics,TW,6000000000,1500000000,8000,2368.TW
King Yuan Electronics,TW,4000000000,1200000000,8000,2449.TW
Jentech Precision,TW,4000000000,400000000,1500,4968.TW
Alchip Technologies,TW,12000000000,1500000000,1000,3661.TW
Nan Ya Printed Circuit Board,TW,5000000000,2500000000,12000,8046.TW
Taiwan Cooperative Financial Holding,TW,10000000000,5000000000,9000,5880.TW
Advantech,TW,10000000000,2000000000,10000,2395.TW
Evergreen Marine,TW,12000000000,12000000000,6000,2603.TW
Far EasTone Telecommunications,TW,12000000000,3000000000,9000,4904.TW
Taiwan Mobile,TW,12000000000,6000000000,8000,3045.TW
Formosa Petrochemical,TW,15000000000,20000000000,5000,6505.TW
