company,cc,vertical,index,raw_sector
Grupo Pão de Açúcar,BR,,IBOVESPA,"Consumo não cíclico, alimentos, comércio/distribuição e agropecuária"
MBRF,BR,,IBOVESPA,"Consumo não cíclico, alimentos, comércio/distribuição e agropecuária"
Minerva Foods,BR,,IBOVESPA,"Consumo não cíclico, alimentos, comércio/distribuição e agropecuária"
Natura,BR,,IBOVESPA,"Consumo não cíclico, alimentos, comércio/distribuição e agropecuária"
SLC Agrícola,BR,,IBOVESPA,"Consumo não cíclico, alimentos, comércio/distribuição e agropecuária"
Azzas 2154,BR,,IBOVESPA,Consumo cíclico e construção civil
C&A,BR,,IBOVESPA,Consumo cíclico e construção civil
Cogna Educação,BR,,IBOVESPA,Consumo cíclico e construção civil
Cury,BR,,IBOVESPA,Consumo cíclico e construção civil
Cyrela,BR,,IBOVESPA,Consumo cíclico e construção civil
Lojas Renner,BR,,IBOVESPA,Consumo cíclico e construção civil
Magazine Luiza,BR,,IBOVESPA,Consumo cíclico e construção civil
MRV,BR,,IBOVESPA,Consumo cíclico e construção civil
Smart Fit,BR,,IBOVESPA,Consumo cíclico e construção civil
Vivara,BR,,IBOVESPA,Consumo cíclico e construção civil
Yduqs,BR,,IBOVESPA,Consumo cíclico e construção civil
Braskem,BR,,IBOVESPA,Materiais básicos
CSN,BR,,IBOVESPA,Materiais básicos
CSN Mineração,BR,,IBOVESPA,Materiais básicos
Gerdau,BR,,IBOVESPA,Materiais básicos
Metalúrgica Gerdau,BR,,IBOVESPA,Materiais básicos
Klabin,BR,,IBOVESPA,Materiais básicos
Suzano Papel e Celulose,BR,,IBOVESPA,Materiais básicos
Usiminas,BR,,IBOVESPA,Materiais básicos
Vale,BR,,IBOVESPA,Materiais básicos
Telefônica Brasil,BR,,IBOVESPA,Telefonia
TIM Brasil,BR,,IBOVESPA,Telefonia
Fleury,BR,,IBOVESPA,Saúde
Hapvida,BR,,IBOVESPA,Saúde
Hypera Pharma,BR,,IBOVESPA,Saúde
RD Saúde,BR,,IBOVESPA,Saúde
Rede D'Or São Luiz,BR,,IBOVESPA,Saúde
Totvs,BR,,IBOVESPA,Tecnologia da informação
Agnico Eagle Mines,CA,,TSX60,Mining
Alimentation Couche-Tard,CA,,TSX60,Retail
Bank of Montreal,CA,,TSX60,Banks
Bank of Nova Scotia,CA,,TSX60,Banks
Barrick Mining,CA,,TSX60,Mining
BCE,CA,,TSX60,Telecom
Brookfield Asset Management,CA,,TSX60,Financials
Brookfield Corporation,CA,,TSX60,Financials
Brookfield Infrastructure Partners,CA,,TSX60,Utilities
CAE,CA,,TSX60,Industrials
Cameco,CA,,TSX60,Energy
Canadian Imperial Bank of Commerce,CA,,TSX60,Banks
Canadian National Railway,CA,,TSX60,Industrials
Canadian Natural Resources,CA,,TSX60,Energy
Canadian Pacific Kansas City,CA,,TSX60,Industrials
Canadian Tire,CA,,TSX60,Retail
CCL Industries,CA,,TSX60,Industrials
Celestica,CA,,TSX60,Electronics
Cenovus Energy,CA,,TSX60,Energy
CGI,CA,,TSX60,IT Services
Constellation Software,CA,,TSX60,Software
Dollarama,CA,,TSX60,Retail
Emera,CA,,TSX60,Utilities
Enbridge,CA,,TSX60,Energy
Fairfax Financial Holdings,CA,,TSX60,Insurance
First Quantum Minerals,CA,,TSX60,Mining
FirstService,CA,,TSX60,Real Estate
Fortis,CA,,TSX60,Utilities
Franco-Nevada,CA,,TSX60,Mining
George Weston,CA,,TSX60,Consumer Staples
Gildan Activewear,CA,,TSX60,Apparel
Hydro One,CA,,TSX60,Utilities
Imperial Oil,CA,,TSX60,Energy
Intact Financial,CA,,TSX60,Insurance
Kinross Gold,CA,,TSX60,Mining
Loblaw Companies,CA,,TSX60,Retail
Magna International,CA,,TSX60,Auto Parts
Manulife Financial,CA,,TSX60,Insurance
Metro,CA,,TSX60,Retail
National Bank of Canada,CA,,TSX60,Banks
Nutrien,CA,,TSX60,Chemicals
Open Text,CA,,TSX60,Software
Pembina Pipeline,CA,,TSX60,Energy
Power Corporation of Canada,CA,,TSX60,Financials
Restaurant Brands International,CA,,TSX60,Restaurants
Rogers Communications,CA,,TSX60,Telecom
Royal Bank of Canada,CA,,TSX60,Banks
Saputo,CA,,TSX60,Consumer Staples
Shopify,CA,,TSX60,Software
Sun Life Financial,CA,,TSX60,Insurance
Suncor Energy,CA,,TSX60,Energy
TC Energy,CA,,TSX60,Energy
Teck Resources,CA,,TSX60,Mining
Telus,CA,,TSX60,Telecom
Thomson Reuters,CA,,TSX60,Media
Toronto-Dominion Bank,CA,,TSX60,Banks
Tourmaline Oil,CA,,TSX60,Energy
Waste Connections,CA,,TSX60,Industrials
Wheaton Precious Metals,CA,,TSX60,Mining
WSP Global,CA,,TSX60,Industrials
Arca Continental,MX,,IPC,Beverages
ALFA,MX,,IPC,Industrials
Alsea,MX,,IPC,Consumer Discretionary
América Móvil,MX,,IPC,Telecom
Grupo Aeroportuario del Sureste,MX,,IPC,Transport Infrastructure
Banco del Bajío,MX,,IPC,Banks
Grupo Bimbo,MX,,IPC,Food Products
Bolsa Mexicana de Valores,MX,,IPC,Financials
Cemex,MX,,IPC,Construction Materials
Becle,MX,,IPC,Beverages
Grupo Elektra,MX,,IPC,Banks
FEMSA,MX,,IPC,Beverages
Grupo Aeroportuario del Pacífico,MX,,IPC,Transport Infrastructure
Grupo Carso,MX,,IPC,Industrials
Grupo Cementos de Chihuahua,MX,,IPC,Construction Materials
Inbursa,MX,,IPC,Banks
Banorte,MX,,IPC,Banks
Grupo México,MX,,IPC,Mining
Gruma,MX,,IPC,Food Products
Kimberly-Clark de México,MX,,IPC,Household Products
Coca-Cola FEMSA,MX,,IPC,Beverages
Genomma Lab Internacional,MX,,IPC,Healthcare
El Puerto de Liverpool,MX,,IPC,Retail
Megacable,MX,,IPC,Media
Grupo Aeroportuario Centro Norte,MX,,IPC,Transport Infrastructure
Orbia,MX,,IPC,Chemicals
Peñoles,MX,,IPC,Mining
Pinfra,MX,,IPC,Construction & Engineering
Quálitas,MX,,IPC,Insurance
Regional,MX,,IPC,Banks
Televisa,MX,,IPC,Media
Corporación Inmobiliaria Vesta,MX,,IPC,Real Estate
Volaris,MX,,IPC,Airlines
Walmart de México y Centroamérica,MX,,IPC,Retail
PKO Bank Polski,PL,,WIG20,Banks
PKN Orlen,PL,,WIG20,Energy
Bank Pekao,PL,,WIG20,Banks
KGHM Polska Miedź,PL,,WIG20,Mining
PZU,PL,,WIG20,Insurance
LPP,PL,,WIG20,Retail
Santander Bank Polska,PL,,WIG20,Banks
Allegro,PL,,WIG20,E-commerce
CD Projekt,PL,,WIG20,Software & Gaming
Dino Polska,PL,,WIG20,Retail
mBank,PL,,WIG20,Banks
Żabka Group,PL,,WIG20,Retail
Alior Bank,PL,,WIG20,Banks
Grupa Kęty,PL,,WIG20,Industrials
Tauron,PL,,WIG20,Utilities
PGE,PL,,WIG20,Utilities
Budimex,PL,,WIG20,Construction
Kruk,PL,,WIG20,Financial Services
Pepco Group,PL,,WIG20,Retail
Grupa Modivo,PL,,WIG20,Retail
Altri,PT,,PSI20,Forestry & Paper
Banco Comercial Português,PT,,PSI20,Banks
Corticeira Amorim,PT,,PSI20,Industrials
CTT Correios de Portugal,PT,,PSI20,Logistics
EDP Renováveis,PT,,PSI20,Utilities
Energias de Portugal,PT,,PSI20,Utilities
Galp Energia,PT,,PSI20,Energy
Ibersol,PT,,PSI20,Travel & Leisure
Jerónimo Martins,PT,,PSI20,Retail
Mota-Engil,PT,,PSI20,Construction
NOS,PT,,PSI20,Telecom
Novabase,PT,,PSI20,Technology
Pharol,PT,,PSI20,Telecom
Redes Energéticas Nacionais,PT,,PSI20,Utilities
Semapa,PT,,PSI20,Forestry & Paper
Sonae,PT,,PSI20,Retail
Sonae Capital,PT,,PSI20,Financial Services
The Navigator Company,PT,,PSI20,Forestry & Paper
Aeroflot,RU,,MOEX,Aviation
Alrosa,RU,,MOEX,Diamonds/Mining
Bank Saint Petersburg,RU,,MOEX,Banking
Credit Bank of Moscow,RU,,MOEX,Banking
Detsky Mir,RU,,MOEX,Retail
En+ Group,RU,,MOEX,Energy
FGC UES,RU,,MOEX,Utilities
Gazprom,RU,,MOEX,Oil & Gas
Inter RAO,RU,,MOEX,Energy
Lenta,RU,,MOEX,Retail
Lukoil,RU,,MOEX,Oil & Gas
Magnit,RU,,MOEX,Retail
Mechel,RU,,MOEX,Mining/Steel
MMK,RU,,MOEX,Steel
Moscow Exchange,RU,,MOEX,Financial Services
Mosenergo,RU,,MOEX,Utilities
MTS,RU,,MOEX,Telecommunications
Norilsk Nickel,RU,,MOEX,Mining
NLMK,RU,,MOEX,Steel
Novatek,RU,,MOEX,Oil & Gas
Ozon,RU,,MOEX,E-commerce
PhosAgro,RU,,MOEX,Chemicals
PIK Group,RU,,MOEX,Real Estate
Polyus,RU,,MOEX,Gold Mining
Rosneft,RU,,MOEX,Oil & Gas
Rostelecom,RU,,MOEX,Telecommunications
Rusagro,RU,,MOEX,Agriculture
Rusal,RU,,MOEX,Aluminum
RusHydro,RU,,MOEX,Energy
Sberbank,RU,,MOEX,Banking
Severstal,RU,,MOEX,Steel
Sistema,RU,,MOEX,Diversified
Sovcombank,RU,,MOEX,Banking
Sovcomflot,RU,,MOEX,Shipping
Surgutneftegas,RU,,MOEX,Oil & Gas
Tatneft,RU,,MOEX,Oil & Gas
T-Bank,RU,,MOEX,Banking
Transneft,RU,,MOEX,Oil Transportation
Unipro,RU,,MOEX,Utilities
VTB Bank,RU,,MOEX,Banking
X5 Group,RU,,MOEX,Retail
Yandex,RU,,MOEX,Technology
Anadolu Efes,TR,,BIST30,Beverages
Akbank,TR,,BIST30,Banks
Aselsan,TR,,BIST30,Defense
BİM,TR,,BIST30,Retail
Emlak Konut GYO,TR,,BIST30,Real Estate
Enka İnşaat,TR,,BIST30,Construction
Ereğli Demir Çelik,TR,,BIST30,Steel
Ford Otosan,TR,,BIST30,Automotive
Garanti BBVA,TR,,BIST30,Banks
Gübretaş,TR,,BIST30,Chemicals
Türkiye İş Bankası,TR,,BIST30,Banks
Koç Holding,TR,,BIST30,Conglomerate
Türkiye Altın İşletmeleri,TR,,BIST30,Mining
Kardemir,TR,,BIST30,Steel
Migros,TR,,BIST30,Retail
Petkim,TR,,BIST30,Petrochemicals
Sabancı Holding,TR,,BIST30,Conglomerate
SASA Polyester,TR,,BIST30,Chemicals
Şişecam,TR,,BIST30,Glass & Materials
TAV Havalimanları,TR,,BIST30,Transport Infrastructure
Turkcell,TR,,BIST30,Telecom
Türk Hava Yolları,TR,,BIST30,Airlines
Tofaş,TR,,BIST30,Automotive
Türk Telekom,TR,,BIST30,Telecom
Tüpraş,TR,,BIST30,Energy
VakıfBank,TR,,BIST30,Banks
Yapı Kredi,TR,,BIST30,Banks
Pegasus Airlines,TR,,BIST30,Airlines
Astor Enerji,TR,,BIST30,Industrials
Destek Finans Faktoring,TR,,BIST30,Financial Services
