company,cc,market_cap_usd,revenue_usd,employees,ticker
Sarana Menara Nusantara,ID,1522784810,843670886,2148,TOWR.JK
United Tractors,ID,5777215190,8310126582,38396,UNTR.JK
Unilever Indonesia,ID,4098734177,2021518987,2816,UNVR.JK
Reliance Industries,IN,210120481928,136144578313,404501,RELIANCE.NS
Adani Enterprises,IN,49156626506,12048192771,10463,ADANIENT.NS
Adani Ports & SEZ,IN,50481927711,4666987952,3372,ADANIPORTS.NS
Apollo Hospitals,IN,15542168675,3039638554,42497,APOLLOHOSP.NS
Asian Paints,IN,30843373494,4287228916,11162,ASIANPAINT.NS
Axis Bank,IN,45783132530,9286867470,101337,AXISBANK.NS
Bajaj Finance,IN,77951807229,5293975904,71613,BAJFINANCE.NS
Bajaj Finserv,IN,36144578313,18072289157,113732,BAJAJFINSV.NS
Bharat Electronics,IN,35783132530,3326506024,11199,BEL.NS
Bharti Airtel,IN,141686746988,25421686747,13336,BHARTIARTL.NS
Cipla,IN,13734939759,3352771084,31369,CIPLA.NS
Coal India,IN,31807228916,20240963855,220272,COALINDIA.NS
Dr. Reddy's Laboratories,IN,11868674699,4047349398,27527,DRREDDY.NS
Eicher Motors,IN,25542168675,2820240964,5178,EICHERMOT.NS
Eternal,IN,31807228916,6549879518,16375,ETERNAL.NS
Grasim Industries,IN,25903614458,21084337349,27327,GRASIM.NS
Bajaj Auto,IN,37951807229,7665903614,5231,BAJAJ-AUTO.NS
HCLTech,IN,40602409639,16867469880,168977,HCLTECH.NS
HDFC Bank,IN,138674698795,35542168675,211178,HDFCBANK.NS
HDFC Life,IN,14457831325,12530120482,38291,HDFCLIFE.NS
Hindalco Industries,IN,25421686747,33132530120,85107,HINDALCO.NS
Hindustan Unilever,IN,60963855422,7767228916,17477,HINDUNILVR.NS
ICICI Bank,IN,123975903614,23855421687,182665,ICICIBANK.NS
IndiGo,IN,23855421687,10236385542,41049,INDIGO.NS
Infosys,IN,51325301205,20160000000,328594,INFY.NS
ITC,IN,42409638554,9502168675,22493,ITC.NS
Jio Financial Services,IN,18554216867,325542169,,JIOFIN.NS
JSW Steel,IN,36626506024,22289156627,16083,JSWSTEEL.NS
Kotak Mahindra Bank,IN,45662650602,8589879518,112000,KOTAKBANK.NS
Larsen & Toubro,IN,63253012048,35180722892,55662,LT.NS
Mahindra & Mahindra,IN,42771084337,24337349398,26765,M&M.NS
Maruti Suzuki,IN,51325301205,22048192771,19966,MARUTI.NS
Max Healthcare,IN,12650602410,1008795181,15114,MAXHEALTH.NS
Nestlé India,IN,34698795181,2939156627,8356,NESTLEIND.NS
NTPC,IN,40722891566,22530120482,16646,NTPC.NS
Oil and Natural Gas Corporation,IN,38192771084,79759036145,24378,ONGC.NS
Power Grid,IN,32530120482,5630481928,9048,POWERGRID.NS
SBI Life Insurance Company,IN,21807228916,13493975904,25672,SBILIFE.NS
Shriram Finance,IN,29036144578,2498192771,76241,SHRIRAMFIN.NS
State Bank of India,IN,112650602410,45421686747,245131,SBIN.NS
Sun Pharma,IN,56144578313,7043614458,47000,SUNPHARMA.NS
Tata Consultancy Services,IN,96265060241,33253012048,584519,TCS.NS
Tata Consumer Products,IN,13012048193,2444578313,11233,TATACONSUM.NS
Tata Motors Passenger Vehicles,IN,14578313253,40843373494,60332,TATAMOTORS.NS
Tata Steel,IN,28072289157,27951807229,112262,TATASTEEL.NS
Tech Mahindra,IN,16626506024,7129638554,146760,TECHM.NS
Titan Company,IN,50361445783,10552289157,9352,TITAN.NS
Trent,IN,18554216867,2418554217,31226,TRENT.NS
UltraTech Cement,IN,42168674699,10664096386,23670,ULTRACEMCO.NS
Wipro,IN,20843373494,11441927711,240000,WIPRO.NS
ABB India,IN,19156626506,1590722892,3859,ABB.NS
Adani Energy Solutions,IN,24337349398,3323855422,3514,ADANIENSOL.NS
Adani Green Energy,IN,27349397590,1641445783,976,ADANIGREEN.NS
Adani Power,IN,49277108434,7112409639,3967,ADANIPOWER.NS
Ambuja Cements,IN,12650602410,4898313253,4756,AMBUJACEM.NS
Bajaj Holdings,IN,13975903614,135421687,14,BAJAJHLDNG.NS
Bank of Baroda,IN,15301204819,7670120482,76693,BANKBARODA.NS
Bharat Petroleum,IN,16144578313,60120481928,8747,BPCL.NS
Britannia Industries,IN,15903614458,2300120482,5792,BRITANNIA.NS
Bosch,IN,14819277108,2386506024,37131,BOSCHLTD.NS
Canara Bank,IN,13734939759,5814457831,81827,CANBK.NS
CG Power and Industrial Solutions,IN,17349397590,1496144578,3113,CGPOWER.NS
Cholamandalam,IN,17831325301,1587108434,51320,CHOLAFIN.NS
Cummins India,IN,18674698795,1463012048,3088,CUMMINSIND.NS
Divi's Laboratories,IN,23373493976,1272289157,11565,DIVISLAB.NS
DLF,IN,19397590361,987228916,4310,DLF.NS
DMart,IN,31445783133,8585060241,16959,DMART.NS
GAIL,IN,13734939759,17108433735,5010,GAIL.NS
Godrej Consumer Products,IN,13132530120,1828674699,2962,GODREJCP.NS
HDFC Asset Management,IN,13132530120,556867470,1713,HDFCAMC.NS
Hindustan Aeronautics,IN,36987951807,3986626506,22033,HAL.NS
Hindustan Zinc,IN,26987951807,4745903614,3303,HINDZINC.NS
Hyundai Motor India,IN,19036144578,8525662651,6081,HYUNDAI.NS
Indian Hotels Company,IN,12409638554,1238915663,27757,INDHOTEL.NS
Indian Oil Corporation,IN,23253012048,94457831325,29941,IOC.NS
IRFC,IN,13734939759,868554217,45,IRFC.NS
Jindal Steel,IN,12891566265,6412650602,5918,JINDALSTEL.NS
Lodha,IN,13855421687,2009156627,5783,LODHA.NS
LTM,IN,14216867470,5097349398,87886,LTIM.NS
Mazagon Dock Shipbuilders,IN,11213975904,1566987952,2614,MAZDOCK.NS
Muthoot Finance,IN,14698795181,2311204819,31613,MUTHOOTFIN.NS
Pidilite Industries,IN,19759036145,1759156627,8835,PIDILITIND.NS
Power Finance Corporation,IN,16385542169,5746626506,540,PFC.NS
Punjab National Bank,IN,15301204819,7097710843,103184,PNB.NS
REC,IN,11441807229,2784939759,512,RECLTD.NS
Samvardhana Motherson,IN,18192771084,15180722892,93971,MOTHERSON.NS
Shree Cement,IN,11615421687,2523253012,7157,SHREECEM.NS
Siemens,IN,15662650602,2022530120,6346,SIEMENS.NS
Solar Industries,IN,20361445783,1185301205,2403,SOLARINDS.NS
Tata Capital,IN,17590361446,1509879518,22366,TATACAP.NS
Tata Power,IN,14457831325,7521566265,22501,TATAPOWER.NS
Torrent Pharmaceuticals,IN,23132530120,1684337349,18258,TORNTPHARM.NS
TVS Motor Company,IN,22409638554,6750361446,6850,TVSMOTOR.NS
Union Bank of India,IN,15662650602,5901927711,73885,UNIONBANK.NS
Varun Beverages,IN,18674698795,2612650602,10654,VBL.NS
Vedanta,IN,12289156627,9263493976,16090,VEDL.NS
Zydus Lifesciences,IN,13493975904,3270843373,29980,ZYDUSLIFE.NS
United Spirits,IN,12168674699,1502048193,2224,UNITDSPR.NS
CapitaLand Ascendas REIT,SG,9395522388,1156716418,67,A17U.SI
CapitaLand Integrated Commercial Trust,SG,13582089552,1208955224,646,C38U.SI
CapitaLand Investment,SG,9276119403,1589552239,10000,9CI.SI
City Developments,SG,5171641791,2679104478,9546,C09.SI
DFI Retail Group,SG,4679104478,8514925373,79000,D01.SI
Frasers Centrepoint Trust,SG,3440298507,337962687,,J69U.SI
Frasers Logistics & Commercial Trust,SG,2768656716,351858209,,BUOU.SI
Genting Singapore,SG,5679104478,1828358209,13000,G13.SI
Hongkong Land Holdings,SG,21380000000,1860000000,2552,H78.SI
Jardine Matheson Holdings,SG,18500000000,44010000000,443000,J36.SI
Keppel Corporation,SG,15350746269,4462686567,4964,BN4.SI
Keppel DC REIT,SG,4201492537,329373134,,AJBU.SI
Mapletree Industrial Trust,SG,4111940299,502231343,186,ME8U.SI
Mapletree Logistics Trust,SG,4582089552,528559701,,M44U.SI
Thai Beverage,SG,8529850746,9701000000,,Y92.SI
United Overseas Bank,SG,53029850746,8783582090,31222,U11.SI
UOL Group,SG,6149253731,2410447761,1900,U14.SI
Venture Corporation,SG,3544776119,1888059701,9907,V03.SI
Wilmar International,SG,18171641791,70420000000,100000,F34.SI
Yangzijiang Shipbuilding,SG,11835820896,3958000000,7306,BS6.SI
OCBC Bank,SG,96835820896,10410447761,33311,O39.SI
Singtel,SG,54335820896,10641791045,23175,Z74.SI
Singapore Airlines,SG,17798507463,15313432836,22819,C6L.SI
Singapore Exchange,SG,18902985075,1022388060,1167,S68.SI
Singapore Technologies Engineering,SG,24462686567,9216417910,27000,S63.SI
Mapletree Pan Asia Commercial Trust,SG,5320895522,655171642,447,N2IU.SI
SATS,SG,5305970149,4738805970,57000,S58.SI
Seatrium,SG,5313432836,8559701493,24000,5E2.SI
Sembcorp Industries,SG,7029850746,4328358209,4629,U96.SI
Vietcombank,VN,18048400000,2857600000,23448,VCB.VN
Vinhomes,VN,20849200000,6130800000,12155,VHM.VN
Vingroup,VN,64189200000,13273600000,286,VIC.VN
Vinamilk,VN,4940800000,2546000000,9794,VNM.VN
Hoa Phat Group,VN,7024400000,6244800000,31574,HPG.VN
FPT Corporation,VN,4408800000,2804400000,45507,FPT.VN
Masan Group,VN,3695600000,3264800000,40411,MSN.VN
Mobile World Investment,VN,4146800000,6237200000,66307,MWG.VN
Techcombank,VN,8290800000,1958800000,12946,TCB.VN
Military Commercial Bank,VN,7104400000,2234400000,18600,MBB.VN
BIDV,VN,10483200000,2728800000,29048,BID.VN
VietinBank,VN,9025200000,2800000000,24513,CTG.VN
VPBank,VN,7934000000,1970000000,29046,VPB.VN
Asia Commercial Bank,VN,5224000000,1218800000,13262,ACB.VN
PetroVietnam Gas,VN,6215600000,5405200000,2920,GAS.VN
Petrolimex,VN,1697600000,12394800000,26123,PLX.VN
SSI Securities,VN,2346800000,410400000,1453,SSI.VN
Vietcap Securities,VN,913600000,165200000,442,VCI.VN
Sabeco,VN,2408800000,1035600000,7736,SAB.VN
Refrigeration Electrical Engineering,VN,1092400000,400400000,2001,REE.VN
Vietnam Rubber Group,VN,4336000000,1163200000,73424,GVR.VN
PetroVietnam Power,VN,1662800000,1372400000,2182,POW.VN
Vincom Retail,VN,1976800000,353600000,1662,VRE.VN
Becamex IDC,VN,1589600000,278000000,3044,BCM.VN
Phat Dat Real Estate,VN,482800000,52800000,275,PDR.VN
Duc Giang Chemicals,VN,576400000,450400000,2680,DGC.VN
Vietjet Air,VN,3925600000,3283600000,7807,VJC.VN
HDBank,VN,5195600000,1318000000,18465,HDB.VN
TPBank,VN,1564400000,632000000,7821,TPB.VN
Sacombank,VN,5429600000,826800000,14080,STB.VN
Siemens Energy,IN,14216867470,1052409639,4351,ENRIN.NS
Tata Motors,IN,17951807229,10103012048,20635,TMCV.NS
DBS Group Holdings,SG,155843283582,16634328358,40187,D05.SI
