company,cc,vertical,index,raw_sector
Bharat Electronics,IN,,Nifty50,Capital Goods
Bharti Airtel,IN,,Nifty50,Telecommunication
Cipla,IN,,Nifty50,Healthcare
Coal India,IN,,Nifty50,"Oil, Gas & Consumable Fuels"
Dr. Reddy's Laboratories,IN,,Nifty50,Healthcare
Eicher Motors,IN,,Nifty50,Automobile and Auto Components
Eternal,IN,,Nifty50,Consumer Services
Grasim Industries,IN,,Nifty50,Construction Materials
HCLTech,IN,,Nifty50,Information Technology
HDFC Bank,IN,,Nifty50,Financial Services
HDFC Life,IN,,Nifty50,Financial Services
Hindalco Industries,IN,,Nifty50,Metals & Mining
Hindustan Unilever,IN,,Nifty50,Fast Moving Consumer Goods
ICICI Bank,IN,,Nifty50,Financial Services
IndiGo,IN,,Nifty50,Services
Infosys,IN,,Nifty50,Information Technology
ITC,IN,,Nifty50,Fast Moving Consumer Goods
Jio Financial Services,IN,,Nifty50,Financial Services
JSW Steel,IN,,Nifty50,Metals & Mining
Kotak Mahindra Bank,IN,,Nifty50,Financial Services
Larsen & Toubro,IN,,Nifty50,Construction
Mahindra & Mahindra,IN,,Nifty50,Automobile and Auto Components
Maruti Suzuki,IN,,Nifty50,Automobile and Auto Components
Max Healthcare,IN,,Nifty50,Healthcare
Nestlé India,IN,,Nifty50,Fast Moving Consumer Goods
NTPC,IN,,Nifty50,Power
Oil and Natural Gas Corporation,IN,,Nifty50,"Oil, Gas & Consumable Fuels"
Power Grid,IN,,Nifty50,Power
Reliance Industries,IN,,Nifty50,"Oil, Gas & Consumable Fuels"
SBI Life Insurance Company,IN,,Nifty50,Financial Services
Shriram Finance,IN,,Nifty50,Financial Services
State Bank of India,IN,,Nifty50,Financial Services
Sun Pharma,IN,,Nifty50,Healthcare
Tata Consultancy Services,IN,,Nifty50,Information Technology
Tata Consumer Products,IN,,Nifty50,Fast Moving Consumer Goods
Tata Motors Passenger Vehicles,IN,,Nifty50,Automobile and Auto Components
Tata Steel,IN,,Nifty50,Metals & Mining
Tech Mahindra,IN,,Nifty50,Information Technology
Titan Company,IN,,Nifty50,Consumer Durables
Trent,IN,,Nifty50,Consumer Services
UltraTech Cement,IN,,Nifty50,Construction Materials
Wipro,IN,,Nifty50,Information Technology
ABB India,IN,,NiftyNext50,Capital Goods
Adani Energy Solutions,IN,,NiftyNext50,Power
Adani Green Energy,IN,,NiftyNext50,Power
Adani Power,IN,,NiftyNext50,Power
Ambuja Cements,IN,,NiftyNext50,Construction Materials
Bajaj Holdings,IN,,NiftyNext50,Financial Services
Bank of Baroda,IN,,NiftyNext50,Financial Services
Bharat Petroleum,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels"
Britannia Industries,IN,,NiftyNext50,Fast Moving Consumer Goods
Bosch,IN,,NiftyNext50,Automobile and Auto Components
Canara Bank,IN,,NiftyNext50,Financial Services
CG Power and Industrial Solutions,IN,,NiftyNext50,Capital Goods
Cholamandalam,IN,,NiftyNext50,Financial Services
Cummins India,IN,,NiftyNext50,Capital Goods
Divi's Laboratories,IN,,NiftyNext50,Healthcare
DLF,IN,,NiftyNext50,Realty
DMart,IN,,NiftyNext50,Consumer Services
GAIL,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels"
Godrej Consumer Products,IN,,NiftyNext50,Fast Moving Consumer Goods
HDFC Asset Management,IN,,NiftyNext50,Financial Services
Hindustan Aeronautics,IN,,NiftyNext50,Capital Goods
Hindustan Zinc,IN,,NiftyNext50,Metals & Mining
Hyundai Motor India,IN,,NiftyNext50,Automobile and Auto Components
Indian Hotels Company,IN,,NiftyNext50,Consumer Services
Indian Oil Corporation,IN,,NiftyNext50,"Oil, Gas & Consumable Fuels"
IRFC,IN,,NiftyNext50,Financial Services
Jindal Steel,IN,,NiftyNext50,Metals & Mining
Lodha,IN,,NiftyNext50,Realty
LTM,IN,,NiftyNext50,Information Technology
Mazagon Dock Shipbuilders,IN,,NiftyNext50,Capital Goods
Muthoot Finance,IN,,NiftyNext50,Financial Services
Pidilite Industries,IN,,NiftyNext50,Chemicals
Power Finance Corporation,IN,,NiftyNext50,Financial Services
Punjab National Bank,IN,,NiftyNext50,Financial Services
REC,IN,,NiftyNext50,Financial Services
Samvardhana Motherson,IN,,NiftyNext50,Automobile and Auto Components
Shree Cement,IN,,NiftyNext50,Construction Materials
Siemens,IN,,NiftyNext50,Capital Goods
Siemens Energy,IN,,NiftyNext50,Capital Goods
Solar Industries,IN,,NiftyNext50,Chemicals
Tata Capital,IN,,NiftyNext50,Financial Services
Tata Motors,IN,,NiftyNext50,Automobile and Auto Components
Tata Power,IN,,NiftyNext50,Power
Torrent Pharmaceuticals,IN,,NiftyNext50,Healthcare
TVS Motor Company,IN,,NiftyNext50,Automobile and Auto Components
Union Bank of India,IN,,NiftyNext50,Financial Services
United Spirits,IN,,NiftyNext50,Fast Moving Consumer Goods
Varun Beverages,IN,,NiftyNext50,Fast Moving Consumer Goods
Vedanta,IN,,NiftyNext50,Metals & Mining
Zydus Lifesciences,IN,,NiftyNext50,Healthcare
CapitaLand Ascendas REIT,SG,,STI,Real Estate
CapitaLand Integrated Commercial Trust,SG,,STI,Real Estate
CapitaLand Investment,SG,,STI,Real Estate
City Developments,SG,,STI,Real Estate
DBS Group Holdings,SG,,STI,Banks
DFI Retail Group,SG,,STI,Retail
Frasers Centrepoint Trust,SG,,STI,Real Estate
Frasers Logistics & Commercial Trust,SG,,STI,Real Estate
Genting Singapore,SG,,STI,Gaming
Hongkong Land Holdings,SG,,STI,Real Estate
Jardine Matheson Holdings,SG,,STI,Conglomerate
Keppel Corporation,SG,,STI,Industrials
Keppel DC REIT,SG,,STI,Real Estate
Mapletree Industrial Trust,SG,,STI,Real Estate
Mapletree Logistics Trust,SG,,STI,Real Estate
Mapletree Pan Asia Commercial Trust,SG,,STI,Real Estate
OCBC Bank,SG,,STI,Banks
SATS,SG,,STI,Logistics
Seatrium,SG,,STI,Shipbuilding
Sembcorp Industries,SG,,STI,Utilities
Singapore Airlines,SG,,STI,Airlines
Singapore Exchange,SG,,STI,Financials
Singtel,SG,,STI,Telecom
Singapore Technologies Engineering,SG,,STI,Industrials
Thai Beverage,SG,,STI,Beverages
United Overseas Bank,SG,,STI,Banks
UOL Group,SG,,STI,Real Estate
Venture Corporation,SG,,STI,Electronics
Wilmar International,SG,,STI,Agribusiness
Yangzijiang Shipbuilding,SG,,STI,Shipbuilding
Vietcombank,VN,,VN30,Banks
BIDV,VN,,VN30,Banks
VietinBank,VN,,VN30,Banks
Vinhomes,VN,,VN30,Real Estate
Vingroup,VN,,VN30,Conglomerate
Vinamilk,VN,,VN30,Food Products
Hoa Phat Group,VN,,VN30,Steel
FPT Corporation,VN,,VN30,Technology
Masan Group,VN,,VN30,Conglomerate
Mobile World Investment,VN,,VN30,Retail
Techcombank,VN,,VN30,Banks
Military Commercial Bank,VN,,VN30,Banks
VPBank,VN,,VN30,Banks
Asia Commercial Bank,VN,,VN30,Banks
PetroVietnam Gas,VN,,VN30,Energy
Petrolimex,VN,,VN30,Energy
SSI Securities,VN,,VN30,Financial Services
Vietcap Securities,VN,,VN30,Financial Services
Sabeco,VN,,VN30,Beverages
Refrigeration Electrical Engineering,VN,,VN30,Industrials
Vietnam Rubber Group,VN,,VN30,Materials
PetroVietnam Power,VN,,VN30,Utilities
Vincom Retail,VN,,VN30,Real Estate
Becamex IDC,VN,,VN30,Real Estate
Phat Dat Real Estate,VN,,VN30,Real Estate
Duc Giang Chemicals,VN,,VN30,Chemicals
Vietjet Air,VN,,VN30,Airlines
HDBank,VN,,VN30,Banks
TPBank,VN,,VN30,Banks
Sacombank,VN,,VN30,Banks
