company,cc,market_cap_usd,revenue_usd,employees,ticker
Inditex,ES,183675600000,43048800000,163047,ITX.MC
Logista,ES,4881600000,14623200000,7701,LOG.MC
Mapfre,ES,15109200000,32421600000,30846,MAP.MC
Merlin Properties,ES,10130400000,612360000,295,MRL.MC
ArcelorMittal,ES,47876400000,61350000000,125554,MT.AS
Naturgy,ES,29494800000,21016800000,6678,NTGY.MC
Puig,ES,10216800000,5443200000,11701,PUIG.MC
Redeia Corporación,ES,9126000000,1868400000,2095,RED.MC
Repsol,ES,30412800000,52218000000,24523,REP.MC
Laboratorios Rovi [es],ES,3099600000,834894000,2045,ROVI.MC
Banco Sabadell,ES,17452800000,4762800000,13943,SAB.MC
Santander,ES,186494400000,52347600000,186370,SAN.MC
Sacyr,ES,4201200000,5032800000,13979,SCYR.MC
Solaria,ES,2505600000,327186000,212,SLR.MC
Telefónica,ES,22021200000,38782800000,82175,TEF.MC
Unicaja,ES,9277200000,2138400000,7274,UNI.MC
A2A,IT,7959600000,15184800000,14959,A2A.MI
Amplifon,IT,3088800000,2581200000,15078,AMP.MI
Avio,IT,1425600000,630385200,1426,AVIO.MI
Azimut,IT,5454000000,1587600000,1260,AZM.MI
Banca Mediolanum,IT,18295200000,2559600000,4138,BMED.MI
Banca Monte dei Paschi di Siena,IT,38091600000,4158000000,22030,BMPS.MI
Banco BPM,IT,25336800000,5810400000,18983,BAMI.MI
BPER Banca,IT,31082400000,6415200000,22964,BPE.MI
Brunello Cucinelli,IT,6058800000,1522800000,3539,BC.MI
Buzzi,IT,8154000000,4892400000,10532,BZU.MI
Campari,IT,7387200000,3294000000,4837,CPR.MI
Diasorin,IT,3834000000,1296000000,3272,DIA.MI
Enel,IT,108745200000,85741200000,61544,ENEL.MI
Eni,IT,70729200000,90288000000,32349,ENI.MI
Ferrari,IT,67910400000,7776000000,5740,RACE.MI
Fincantieri,IT,4989600000,9633600000,24366,FCT.MI
FinecoBank,IT,15757200000,1414800000,1524,FBK.MI
Generali,IT,69087600000,62424000000,82951,G.MI
Hera,IT,6264000000,13100400000,10456,HER.MI
Intesa Sanpaolo,IT,121089600000,27766800000,89931,ISP.MI
INWIT,IT,6134400000,1166400000,345,INW.MI
Italgas,IT,11048400000,3855600000,6343,IG.MI
Iveco,IT,4017600000,14504400000,35453,IVG.MI
Leonardo,IT,31881600000,21060000000,65455,LDO.MI
Lottomatica Group,IT,6231600000,2430000000,2525,LTMC.MI
Mediobanca,IT,24073200000,2808000000,5419,MB.MI
Moncler,IT,15076800000,3456000000,8533,MONC.MI
Nexi,IT,5313600000,6771600000,9570,NEXI.MI
Poste italiane,IT,38502000000,15152400000,119400,PST.MI
Prysmian,IT,39722400000,21740400000,33824,PRY.MI
Recordati,IT,11296800000,2829600000,4693,REC.MI
Saipem,IT,9201600000,16750800000,30000,SPM.MI
Snam,IT,22431600000,4201200000,4001,SRG.MI
Stellantis,IT,15919200000,168296400000,258668,STLAM.MI
STMicroelectronics,IT,56138400000,11800000000,48000,STMMI.MI
Telecom Italia,IT,17992800000,14968800000,25782,TIT.MI
Tenaris,IT,27864000000,10550000000,25462,TEN.MI
Terna,IT,22366800000,4428000000,7180,TRN.MI
UniCredit,IT,134643600000,27054000000,72110,UCG.MI
Unipol,IT,20660400000,11793600000,12590,UNI.MI
