company,cc,vertical,index,raw_sector
Socionext Inc.,JP,,Nikkei225,Electric Machinery
"Taiyo Yuden Co., Ltd.",JP,,Nikkei225,Electric Machinery
TDK Corp.,JP,,Nikkei225,Electric Machinery
Tokyo Electron Ltd.,JP,,Nikkei225,Electric Machinery
"Yaskawa Electric Corporation, Limited",JP,,Nikkei225,Electric Machinery
Yokogawa Electric Corp.,JP,,Nikkei225,Electric Machinery
"Chubu Electric Power Co., Inc.",JP,,Nikkei225,Electric Power
"Kansai Electric Power Co., Inc.",JP,,Nikkei225,Electric Power
"Tokyo Electric Power Company Holdings, Incorporated",JP,,Nikkei225,Electric Power
Nissui Corporation,JP,,Nikkei225,Fishery
"Ajinomoto Co., Inc.",JP,,Nikkei225,Foods
"Asahi Group Holdings, Ltd.",JP,,Nikkei225,Foods
Japan Tobacco Inc.,JP,,Nikkei225,Foods
Kikkoman Corp.,JP,,Nikkei225,Foods
"Kirin Holdings Co, Ltd",JP,,Nikkei225,Foods
"Meiji Holdings Company, Limited",JP,,Nikkei225,Foods
NH Foods Ltd.,JP,,Nikkei225,Foods
Nichirei Corp.,JP,,Nikkei225,Foods
Nisshin Seifun Group Inc.,JP,,Nikkei225,Foods
Sapporo Holdings Ltd.,JP,,Nikkei225,Foods
"Osaka Gas Co., Ltd.",JP,,Nikkei225,Gas
"Tokyo Gas Co., Ltd.",JP,,Nikkei225,Gas
AGC Inc.,JP,,Nikkei225,Glass & Ceramics
"NGK Insulators, Ltd.",JP,,Nikkei225,Glass & Ceramics
"Nippon Electric Glass Co., Ltd.",JP,,Nikkei225,Glass & Ceramics
Taiheiyo Cement Corp.,JP,,Nikkei225,Glass & Ceramics
"Tokai Carbon Co., Ltd.",JP,,Nikkei225,Glass & Ceramics
Toto Ltd.,JP,,Nikkei225,Glass & Ceramics
"Dai-ichi Life Insurance Company, Limited",JP,,Nikkei225,Insurance
"MS&AD Insurance Group, Inc.",JP,,Nikkei225,Insurance
"Sompo Holdings, Inc.",JP,,Nikkei225,Insurance
"T&D Holdings, Inc.",JP,,Nikkei225,Insurance
"Tokio Marine Holdings, Inc.",JP,,Nikkei225,Insurance
Nippon Express Holdings Inc.,JP,,Nikkei225,Land Transport
"Yamato Holdings Co., Ltd.",JP,,Nikkei225,Land Transport
Amada Co. Ltd.,JP,,Nikkei225,Machinery
"Daikin Industries, Ltd.",JP,,Nikkei225,Machinery
Ebara Corp.,JP,,Nikkei225,Machinery
"Hitachi Construction Machinery Co., Ltd.",JP,,Nikkei225,Machinery
Kanadevia Corp.,JP,,Nikkei225,Machinery
IHI Corp.,JP,,Nikkei225,Machinery
"Japan Steel Works, Ltd.",JP,,Nikkei225,Machinery
JTEKT Corp.,JP,,Nikkei225,Machinery
Komatsu Ltd.,JP,,Nikkei225,Machinery
Kubota Corp.,JP,,Nikkei225,Machinery
"Mitsubishi Heavy Industries, Ltd.",JP,,Nikkei225,Machinery
NSK Ltd.,JP,,Nikkei225,Machinery
NTN Corp.,JP,,Nikkei225,Machinery
"Okuma Holdings, Inc.",JP,,Nikkei225,Machinery
"Sumitomo Heavy Industries, Ltd.",JP,,Nikkei225,Machinery
SMC Corporation,JP,,Nikkei225,Machinery
"Kawasaki Kisen Kaisha, Ltd.",JP,,Nikkei225,Marine Transport
"Mitsui O.S.K. Lines, Ltd.",JP,,Nikkei225,Marine Transport
Nippon Yusen K.K.,JP,,Nikkei225,Marine Transport
Inpex Corp.,JP,,Nikkei225,Mining
"Dowa Holdings Co., Ltd.",JP,,Nikkei225,Nonferrous Metals
Fujikura Ltd.,JP,,Nikkei225,Nonferrous Metals
"Furukawa Electric Co., Ltd.",JP,,Nikkei225,Nonferrous Metals
Mitsubishi Materials Corp.,JP,,Nikkei225,Nonferrous Metals
"Mitsui Mining & Smelting Co., Ltd.",JP,,Nikkei225,Nonferrous Metals
SUMCO Corp.,JP,,Nikkei225,Nonferrous Metals
"Sumitomo Electric Industries, Ltd.",JP,,Nikkei225,Nonferrous Metals
"Sumitomo Metal Mining Co., Ltd.",JP,,Nikkei225,Nonferrous Metals
"Credit Saison Co., Ltd.",JP,,Nikkei225,Other Financial Services
Japan Exchange Group Inc.,JP,,Nikkei225,Other Financial Services
Orix Co.,JP,,Nikkei225,Other Financial Services
"Bandai Namco Holdings, Inc.",JP,,Nikkei225,Other Manufacturing
"Dai Nippon Printing Co., Ltd.",JP,,Nikkei225,Other Manufacturing
"Toppan Printing Co., Ltd.",JP,,Nikkei225,Other Manufacturing
Yamaha Corporation,JP,,Nikkei225,Other Manufacturing
Eneos Holdings,JP,,Nikkei225,Petroleum
"Idemitsu Kosan Co., Ltd",JP,,Nikkei225,Petroleum
Astellas Pharma Inc.,JP,,Nikkei225,Pharmaceuticals
"Chugai Pharmaceutical Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
"Daiichi Sankyo Company, Limited",JP,,Nikkei225,Pharmaceuticals
"Eisai Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
"Kyowa Hakko Kirin Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
"Otsuka Holdings Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
"Sumitomo Dainippon Pharma Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
"Shionogi & Co., Ltd.",JP,,Nikkei225,Pharmaceuticals
Takeda Pharmaceutical Company Limited,JP,,Nikkei225,Pharmaceuticals
Disco Corporation Ltd.,JP,,Nikkei225,Precision Instruments
Hoya Corporation,JP,,Nikkei225,Precision Instruments
"Konica Minolta Holdings, Inc.",JP,,Nikkei225,Precision Instruments
Nikon Corp.,JP,,Nikkei225,Precision Instruments
Olympus Corp.,JP,,Nikkei225,Precision Instruments
Terumo Corp.,JP,,Nikkei225,Precision Instruments
Oji Holdings Corporation,JP,,Nikkei225,Pulp & Paper
Central Japan Railway Company,JP,,Nikkei225,Railway/Bus
East Japan Railway Company,JP,,Nikkei225,Railway/Bus
Keio Corp.,JP,,Nikkei225,Railway/Bus
"Keisei Electric Railway Co., Ltd.",JP,,Nikkei225,Railway/Bus
"Odakyu Electric Railway Co., Ltd.",JP,,Nikkei225,Railway/Bus
"Tobu Railway Co., Ltd.",JP,,Nikkei225,Railway/Bus
Tokyu Corp.,JP,,Nikkei225,Railway/Bus
West Japan Railway Company,JP,,Nikkei225,Railway/Bus
"Mitsubishi Estate Co., Ltd.",JP,,Nikkei225,Real Estate
"Mitsui Fudosan Co., Ltd",JP,,Nikkei225,Real Estate
"Sumitomo Realty & Development Co., Ltd.",JP,,Nikkei225,Real Estate
"Tokyo Tatemono Co., Ltd.",JP,,Nikkei225,Real Estate
Tokyu Land Corp.,JP,,Nikkei225,Real Estate
"Aeon Co., Ltd.",JP,,Nikkei225,Retail
"Fast Retailing Co., Ltd.",JP,,Nikkei225,Retail
Isetan Mitsukoshi Holdings Ltd.,JP,,Nikkei225,Retail
"J. Front Retailing Co., Ltd.",JP,,Nikkei225,Retail
"Marui Group Co., Ltd.",JP,,Nikkei225,Retail
"Muji Co., Ltd",JP,,Nikkei225,Retail
"Nitori Holdings Co., Ltd.",JP,,Nikkei225,Retail
Pan Pacific International Holdings Corp.,JP,,Nikkei225,Retail
"Seven & I Holdings Co., Ltd.",JP,,Nikkei225,Retail
"Takashimaya Co., Ltd.",JP,,Nikkei225,Retail
"ZOZO Co., Ltd",JP,,Nikkei225,Retail
Bridgestone Corp.,JP,,Nikkei225,Rubber
"Yokohama Rubber Co., Ltd.",JP,,Nikkei225,Rubber
Daiwa Securities Group Inc.,JP,,Nikkei225,Securities
"Nomura Holdings, Inc.",JP,,Nikkei225,Securities
Baycurrent Inc.,JP,,Nikkei225,Services
CyberAgent Inc.,JP,,Nikkei225,Services
"Dena Co., Ltd.",JP,,Nikkei225,Services
Dentsu Inc.,JP,,Nikkei225,Services
"Japan Post Holdings Co., Ltd.",JP,,Nikkei225,Services
Konami Corp.,JP,,Nikkei225,Services
LY Corporation,JP,,Nikkei225,Services
Mercari Inc.,JP,,Nikkei225,Services
M3 Inc.,JP,,Nikkei225,Services
"Nexon Co., Ltd.",JP,,Nikkei225,Services
"Nintendo Co., Ltd.",JP,,Nikkei225,Services
Nomura Research Institute Ltd.,JP,,Nikkei225,Services
"Oriental Land Co., Ltd.",JP,,Nikkei225,Services
Rakuten Inc.,JP,,Nikkei225,Services
"Recruit Holdings Co., Ltd.",JP,,Nikkei225,Services
"Secom Co., Ltd.",JP,,Nikkei225,Services
SHIFT Inc.,JP,,Nikkei225,Services
"Toho Co., Ltd.",JP,,Nikkei225,Services
Trend Micro Inc.,JP,,Nikkei225,Services
"Kawasaki Heavy Industries, Ltd.",JP,,Nikkei225,Shipbuilding
"JFE Holdings, Inc.",JP,,Nikkei225,Steel
"Kobe Steel, Ltd.",JP,,Nikkei225,Steel
Nippon Steel Corp.,JP,,Nikkei225,Steel
Teijin Ltd.,JP,,Nikkei225,Textiles & Apparel
"Toray Industries, Inc.",JP,,Nikkei225,Textiles & Apparel
Itochu Corp.,JP,,Nikkei225,Trading Companies
Marubeni Corp.,JP,,Nikkei225,Trading Companies
Mitsubishi Corp.,JP,,Nikkei225,Trading Companies
"Mitsui & Co., Ltd.",JP,,Nikkei225,Trading Companies
Sojitz Corp.,JP,,Nikkei225,Trading Companies
Sumitomo Corp.,JP,,Nikkei225,Trading Companies
Toyota Tsusho Corp.,JP,,Nikkei225,Trading Companies
Samsung Electronics,KR,,KOSPI,IT
SK Hynix,KR,,KOSPI,IT
Samsung Biologics,KR,,KOSPI,Health Care
LG Energy Solution,KR,,KOSPI,Industrials
Hyundai Motor,KR,,KOSPI,Consumer Discretionary
Celltrion,KR,,KOSPI,Health Care
Kia,KR,,KOSPI,Consumer Discretionary
Naver,KR,,KOSPI,Communication Services
KB Financial,KR,,KOSPI,Financials
Hanwha Aerospace,KR,,KOSPI,Industrials
Samsung SDI,KR,,KOSPI,IT
Samsung C&T,KR,,KOSPI,Constructions
POSCO,KR,,KOSPI,Steels & Materials
Kakao,KR,,KOSPI,Communication Services
Shinhan Financial,KR,,KOSPI,Financials
Hyundai Mobis,KR,,KOSPI,Consumer Discretionary
LG Chem,KR,,KOSPI,Energy & Chemicals
Samsung Life,KR,,KOSPI,Financials
Hana Financial,KR,,KOSPI,Financials
KT&G,KR,,KOSPI,Consumer Staples
Samsung Electro-Mechanics,KR,,KOSPI,IT
Korea Zinc,KR,,KOSPI,Steels & Materials
HD Hyundai Heavy Industries,KR,,KOSPI,Heavy Industries
LG Electronics,KR,,KOSPI,IT
Samsung Fire & Marine,KR,,KOSPI,Financials
SK Innovation,KR,,KOSPI,Energy & Chemicals
Hanwha Ocean,KR,,KOSPI,Heavy Industries
Krafton,KR,,KOSPI,Communication Services
Meritz Financial,KR,,KOSPI,Financials
Woori Financial,KR,,KOSPI,Financials
HD Korea Shipbuilding & Offshore Engineering,KR,,KOSPI,Heavy Industries
Samsung SDS,KR,,KOSPI,IT
POSCO Future M,KR,,KOSPI,Industrials
HMM,KR,,KOSPI,Industrials
SK Telecom,KR,,KOSPI,Communication Services
SK Square,KR,,KOSPI,IT
Doosan Enerbility,KR,,KOSPI,Heavy Industries
LG,KR,,KOSPI,IT
KEPCO,KR,,KOSPI,Consumer Staples
SK,KR,,KOSPI,Energy & Chemicals
Hyundai Glovis,KR,,KOSPI,Industrials
Ecopro Materials,KR,,KOSPI,Industrials
KakaoBank,KR,,KOSPI,Financials
LG Innotek,KR,,KOSPI,IT
Hanwha Solutions,KR,,KOSPI,Energy & Chemicals
SK Biopharm,KR,,KOSPI,Health Care
Doosan Bobcat,KR,,KOSPI,Heavy Industries
S-Oil,KR,,KOSPI,Energy & Chemicals
LG H&H,KR,,KOSPI,Consumer Staples
Kakao Pay,KR,,KOSPI,Financials
HD Hyundai,KR,,KOSPI,Energy & Chemicals
Hyundai E&C,KR,,KOSPI,Constructions
LG Uplus,KR,,KOSPI,Communication Services
KT,KR,,KOSPI,Communication Services
Netmarble,KR,,KOSPI,Communication Services
HD Hyundai Electric,KR,,KOSPI,Heavy Industries
Amorepacific,KR,,KOSPI,Consumer Staples
Mirae Asset Securities,KR,,KOSPI,Financials
Korea Aerospace,KR,,KOSPI,Industrials
LIG Nex1,KR,,KOSPI,Industrials
DB Insurance,KR,,KOSPI,Financials
Hyundai Steel,KR,,KOSPI,Steels & Materials
Coway,KR,,KOSPI,Consumer Discretionary
NC,KR,,KOSPI,Communication Services
Samsung Securities,KR,,KOSPI,Financials
Hyundai Marine & Fire,KR,,KOSPI,Financials
GS,KR,,KOSPI,Energy & Chemicals
Samsung Card,KR,,KOSPI,Financials
CJ CheilJedang,KR,,KOSPI,Consumer Staples
Lotte Chemical,KR,,KOSPI,Energy & Chemicals
Emart,KR,,KOSPI,Consumer Staples
NH Investment & Securities,KR,,KOSPI,Financials
Doosan Robotics,KR,,KOSPI,Heavy Industries
Industrial Bank of Korea,KR,,KOSPI,Financials
Korea Gas,KR,,KOSPI,Consumer Staples
Hanwha Systems,KR,,KOSPI,Industrials
Hanmi Semiconductor,KR,,KOSPI,IT
Hybe,KR,,KOSPI,Communication Services
Hankook & Company,KR,,KOSPI,Consumer Discretionary
Korean Air,KR,,KOSPI,Industrials
Hyundai AutoEver,KR,,KOSPI,IT
Kiwoom Securities,KR,,KOSPI,Financials
LS Electric,KR,,KOSPI,Industrials
KCC,KR,,KOSPI,Constructions
Green Cross,KR,,KOSPI,Health Care
Yuhan,KR,,KOSPI,Health Care
Daewoong Pharmaceutical,KR,,KOSPI,Health Care
Hanmi Pharm,KR,,KOSPI,Health Care
SK Bioscience,KR,,KOSPI,Health Care
LG Display,KR,,KOSPI,IT
CJ,KR,,KOSPI,Consumer Staples
Lotte Shopping,KR,,KOSPI,Consumer Discretionary
Shinsegae,KR,,KOSPI,Consumer Discretionary
Hotel Shilla,KR,,KOSPI,Consumer Discretionary
BGF Retail,KR,,KOSPI,Consumer Staples
GS Retail,KR,,KOSPI,Consumer Staples
Nongshim,KR,,KOSPI,Consumer Staples
Orion,KR,,KOSPI,Consumer Staples
HiteJinro,KR,,KOSPI,Consumer Staples
Cheil Worldwide,KR,,KOSPI,Communication Services
Samsung Heavy Industries,KR,,KOSPI,Heavy Industries
Doosan,KR,,KOSPI,Heavy Industries
LS,KR,,KOSPI,Industrials
POSCO International,KR,,KOSPI,Industrials
Pan Ocean,KR,,KOSPI,Industrials
Kolon Industries,KR,,KOSPI,Energy & Chemicals
Hanon Systems,KR,,KOSPI,Consumer Discretionary
HL Mando,KR,,KOSPI,Consumer Discretionary
Kangwon Land,KR,,KOSPI,Consumer Discretionary
