company,cc,market_cap_usd,revenue_usd,employees,ticker
Howdens Joinery,UK,5397500000,3111500000,12000,HWDN.L
HSBC,UK,335597500000,61341000000,208844,HSBA.L
ICG,UK,6464300000,1241425000,676,ICG.L
IG Group,UK,7239000000,1371600000,2354,IGG.L
IHG Hotels & Resorts,UK,17180000000,3860000000,13049,IHG.L
IMI,UK,9093200000,2921000000,10358,IMI.L
Imperial Brands,UK,27190700000,24650700000,25100,IMB.L
Informa,UK,13792200000,5130800000,14052,INF.L
International Airlines Group,UK,24599900000,36982400000,75786,IAG.L
Intertek,UK,11341100000,4356100000,45425,ITRK.L
Investec,UK,6705600000,2705100000,7777,INVP.L
JD Sports,UK,5245100000,16078200000,96084,JD.L
Lion Finance Group,UK,6235700000,1536700000,13509,BGEO.L
Kingfisher,UK,6286500000,16446500000,69720,KGF.L
Land Securities,UK,6591300000,1132840000,700,LAND.L
Legal & General,UK,20802600000,13957300000,10500,LGEN.L
Lloyds Banking Group,UK,84404200000,24295100000,60061,LLOY.L
LondonMetric Property,UK,5778500000,596011000,54,LMP.L
London Stock Exchange Group,UK,53682900000,11874500000,28516,LSEG.L
M&G,UK,10706100000,9321800000,6455,MNG.L
Marks & Spencer,UK,10414000000,21932900000,51405,MKS.L
Melrose Industries,UK,7632700000,4559300000,13156,MRO.L
Metlen Energy & Metals,UK,6769100000,7874000000,7758,MTLN.L
National Grid,UK,78955900000,22466300000,33026,NG.L
NatWest Group,UK,69151500000,20637500000,53200,NWG.L
Next,UK,21501100000,8763000000,31589,NXT.L
Pearson,UK,9220200000,4546600000,16665,PSON.L
Pershing Square Holdings,UK,8509000000,2580000000,,PSH.L
Persimmon,UK,4457700000,4762500000,4605,PSN.L
Polar Capital Technology Trust,UK,5461000000,,,PCT.L
Prudential,UK,34290000000,13614400000,15338,PRU.L
Reckitt,UK,39827200000,18046700000,36200,RKT.L
RELX,UK,54432200000,12179300000,37600,REL.L
Rentokil Initial,UK,14224000000,6515100000,63388,RTO.L
Rio Tinto,UK,149961600000,54394100000,56890,RIO.L
Rolls-Royce Holdings,UK,145440400000,26936700000,43162,RR.L
Sage Group,UK,9436100000,3340100000,11094,SGE.L
Sainsbury's,UK,9740900000,42735500000,139087,SBRY.L
Schroders,UK,11849100000,4343400000,5717,SDR.L
Scottish Mortgage Investment Trust,UK,15240000000,,,SMT.L
Segro,UK,15379700000,922020000,463,SGRO.L
Severn Trent,UK,11658600000,3594100000,11544,SVT.L
Shell,UK,295465500000,257124200000,84000,SHEL.L
Smiths Group,UK,9867900000,3695700000,16000,SMIN.L
Smith & Nephew,UK,11950700000,4580000000,16988,SN.L
Spirax Group,UK,6591300000,2159000000,10072,SPX.L
SSE,UK,38760400000,12941300000,15197,SSE.L
Standard Chartered,UK,59512200000,15680000000,81892,STAN.L
Standard Life,UK,11633200000,36779200000,5519,PHNX.L
St. James's Place,UK,6896100000,38303200000,2859,STJ.L
Tesco,UK,37782500000,93611700000,340000,TSCO.L
Tritax Big Box REIT,UK,5816600000,416306000,,BBOX.L
Unilever,UK,126161800000,55956200000,93733,ULVR.L
United Utilities,UK,13004800000,3327400000,7360,UU.L
Vodafone Group,UK,34137600000,44869100000,91128,VOD.L
Weir Group,UK,8267700000,3251200000,12069,WEIR.L
Whitbread,UK,5207000000,3708400000,31502,WTB.L
